time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
1887904031	1.0000	2.0061	0.9944
1887904431	1.0294	1.7595	1.0226
1887904831	1.1183	1.5282	1.1137
1887905231	1.2618	1.3254	1.2233
1887905631	1.4504	1.1646	1.4481
1887906031	1.6732	1.0549	1.6617
1887906431	1.9157	1.0036	1.9083
1887906831	2.1639	1.0135	2.1581
1887907231	2.4020	1.0843	2.3950
1887907631	2.6148	1.2113	2.6029
1887908031	2.7902	1.3872	2.7915
1887908431	2.9167	1.6004	2.9084
1887908831	2.9869	1.8386	2.9825
1887909231	2.9962	2.0868	2.9914
1887909631	2.9441	2.3297	2.9349
1887910031	2.8337	2.5522	2.8237
1887910431	2.6723	2.7403	2.6714
1887910831	2.4691	2.8831	2.4587
1887911231	2.2375	2.9714	2.2322
1887911631	1.9908	3.0000	1.9824
1887912031	1.7451	2.9670	1.7310
1887912431	1.5147	2.8743	1.5094
1887912831	1.3145	2.7281	1.3079
1887913231	1.1562	2.5367	1.1516
1887913631	1.0500	2.3122	1.0412
1887914031	1.0024	2.0690	0.9944
1887914431	1.0162	1.8210	1.0122
1887914831	1.0904	1.5845	1.0879
1887915231	1.2209	1.3731	1.2330
1887915631	1.3990	1.2008	1.3925
1887916031	1.6145	1.0773	1.6029
1887916431	1.8538	1.0107	1.8486
1887916831	2.1016	1.0052	2.0960
1887917231	2.3436	1.0609	2.3378
1887917631	2.5640	1.1743	2.5546
1887918031	2.7502	1.3387	2.7335
1887918431	2.8897	1.5436	2.8769
1887918831	2.9748	1.7769	2.9567
1887919231	2.9997	2.0245	2.9986
1887919631	2.9630	2.2697	2.9406
1887920031	2.8668	2.4987	2.8673
1887920431	2.7175	2.6965	2.7101
1887920831	2.5237	2.8519	2.5078
1887921231	2.2981	2.9545	2.2846
1887921631	2.0537	2.9986	2.0461
1887922031	1.8064	2.9811	1.8075
1887922431	1.5706	2.9031	1.5666
1887922831	1.3613	2.7694	1.3587
1887923231	1.1916	2.5887	1.1838
1887923631	1.0715	2.3713	1.0645
1887924031	1.0087	2.1315	1.0081
1887924431	1.0068	1.8832	1.0009
1887924831	1.0661	1.6425	1.0678
1887925231	1.1830	1.4234	1.1758
1887925631	1.3503	1.2398	1.3466
1887926031	1.5573	1.1034	1.5481
1887926431	1.7919	1.0219	1.7769
1887926831	2.0389	1.0008	2.0284
1887927231	2.2839	1.0412	2.2725
1887927631	2.5110	1.1404	2.4990
1887928031	2.7071	1.2929	2.7053
1887928431	2.8596	1.4890	2.8455
1887928831	2.9588	1.7161	2.9486
1887929231	2.9992	1.9611	2.9914
1887929631	2.9780	2.2086	2.9728
1887930031	2.8964	2.4432	2.8914
1887930431	2.7599	2.6501	2.7456
1887930831	2.5762	2.8173	2.5699
1887931231	2.3575	2.9339	2.3491
1887931631	2.1163	2.9932	2.1041
1887932031	1.8680	2.9912	1.8640
1887932431	1.6282	2.9283	1.6214
1887932831	1.4109	2.8081	1.4062
1887933231	1.2302	2.6383	1.2265
1887933631	1.0967	2.4289	1.0936
1887934031	1.0189	2.1936	1.0122
1887934431	1.0015	1.9458	0.9936
1887934831	1.0456	1.7014	1.0355
1887935231	1.1484	1.4758	1.1435
1887935631	1.3038	1.2821	1.2974
1887936031	1.5018	1.1330	1.4997
1887936431	1.7308	1.0369	1.7100
1887936831	1.9760	1.0003	1.9695
1887937231	2.2231	1.0252	2.2234
1887937631	2.4564	1.1103	2.4401
1887938031	2.6613	1.2498	2.6505
1887938431	2.8257	1.4360	2.8173
1887938831	2.9391	1.6564	2.9253
1887939231	2.9948	1.8984	2.9889
1887939631	2.9892	2.1467	2.9857
1887940031	2.9225	2.3860	2.9156
1887940431	2.7992	2.6010	2.7883
1887940831	2.6265	2.7795	2.6102
1887941231	2.4150	2.9098	2.4079
1887941631	2.1785	2.9839	2.1629
1887942031	1.9305	2.9976	1.9236
1887942431	1.6873	2.9498	1.6649
1887942831	1.4628	2.8435	1.4546
1887943231	1.2719	2.6855	1.2620
1887943631	1.1254	2.4849	1.1153
1887944031	1.0329	2.2544	1.0259
1887944431	1.0000	2.0087	0.9936
1887944831	1.0287	1.7620	1.0291
1887945231	1.1171	1.5304	1.1105
1887945631	1.2601	1.3273	1.2547
1887946031	1.4483	1.1660	1.4433
1887946431	1.6708	1.0557	1.6665
1887946831	1.9137	1.0037	1.9059
1887947231	2.1614	1.0131	2.1541
1887947631	2.3996	1.0833	2.3934
1887948031	2.6128	1.2098	2.6070
1887948431	2.7887	1.3852	2.7770
1887948831	2.9157	1.5980	2.9051
1887949231	2.9865	1.8361	2.9801
1887949631	2.9964	2.0843	2.9938
1887950031	2.9449	2.3272	2.9422
1887950431	2.8351	2.5500	2.8189
1887950831	2.6742	2.7385	2.6626
1887951231	2.4714	2.8819	2.4563
1887951631	2.2400	2.9708	2.2306
1887952031	1.9934	3.0000	1.9873
1887952431	1.7476	2.9676	1.7415
1887952831	1.5169	2.8756	1.5118
1887953231	1.3160	2.7295	1.3087
1887953631	1.1576	2.5389	1.1524
1887954031	1.0508	2.3147	1.0476
1887954431	1.0026	2.0715	0.9968
1887954831	1.0157	1.8235	1.0081
1887955231	1.0893	1.5868	1.0847
1887955631	1.2193	1.3751	1.2120
1887956031	1.3973	1.2020	1.3917
1887956431	1.6121	1.0783	1.6069
1887956831	1.8512	1.0111	1.8430
1887957231	2.0990	1.0049	2.0920
1887957631	2.3412	1.0600	2.3289
1887958031	2.5619	1.1728	2.5578
1887958431	2.7485	1.3368	2.7464
1887958831	2.8886	1.5413	2.8769
1887959231	2.9742	1.7744	2.9623
1887959631	2.9998	2.0220	2.9978
1887960031	2.9636	2.2672	2.9543
1887960431	2.8681	2.4965	2.8600
1887960831	2.7193	2.6947	2.7141
1887961231	2.5259	2.8505	2.5191
1887961631	2.3005	2.9538	2.2999
1887962031	2.0562	2.9984	2.0412
1887962431	1.8084	2.9815	1.8084
1887962831	1.5729	2.9042	1.5682
1887963231	1.3632	2.7711	1.3635
1887963631	1.1932	2.5908	1.1878
1887964031	1.0724	2.3737	1.0678
1887964431	1.0090	2.1341	1.0065
1887964831	1.0066	1.8857	1.0017
1887965231	1.0654	1.6444	1.0581
1887965631	1.1815	1.4254	1.1741
1887966031	1.3484	1.2415	1.3418
1887966431	1.5550	1.1045	1.5513
1887966831	1.7894	1.0224	1.7801
1887967231	2.0363	1.0007	2.0284
1887967631	2.2815	1.0404	2.2758
1887968031	2.5088	1.1391	2.4949
1887968431	2.7053	1.2911	2.7037
1887968831	2.8583	1.4868	2.8503
1887969231	2.9581	1.7136	2.9559
1887969631	2.9991	1.9586	2.9954
1887970031	2.9785	2.2061	2.9744
1887970431	2.8976	2.4409	2.8938
1887970831	2.7615	2.6481	2.7488
1887971231	2.5783	2.8158	2.5723
1887971631	2.3594	2.9332	2.3571
1887972031	2.1189	2.9929	2.1130
1887972431	1.8705	2.9916	1.8583
1887972831	1.6306	2.9293	1.6246
1887973231	1.4130	2.8096	1.4038
1887973631	1.2319	2.6403	1.2273
1887974031	1.0978	2.4312	1.0944
1887974431	1.0193	2.1956	1.0146
1887974831	1.0013	1.9484	0.9920
1887975231	1.0449	1.7038	1.0371
1887975631	1.1470	1.4780	1.1435
1887976031	1.3020	1.2839	1.2708
1887976431	1.4996	1.1342	1.4925
1887976831	1.7284	1.0376	1.7237
1887977231	1.9734	1.0004	1.9679
1887977631	2.2206	1.0246	2.2113
1887978031	2.4542	1.1091	2.4490
1887978431	2.6593	1.2482	2.6456
1887978831	2.8243	1.4338	2.8100
1887979231	2.9382	1.6540	2.9349
1887979631	2.9946	1.8959	2.9865
1887980031	2.9895	2.1442	2.9809
1887980431	2.9235	2.3836	2.9092
1887980831	2.8005	2.5994	2.7939
1887981231	2.6284	2.7779	2.6215
1887981631	2.4174	2.9087	2.4160
1887982031	2.1810	2.9835	2.1750
1887982431	1.9331	2.9978	1.9276
1887982831	1.6897	2.9506	1.6810
1887983231	1.4650	2.8449	1.4586
1887983631	1.2733	2.6869	1.2741
1887984031	1.1267	2.4871	1.1201
1887984431	1.0335	2.2568	1.0234
1887984831	1.0001	2.0112	0.9944
1887985231	1.0281	1.7645	1.0242
1887985631	1.1159	1.5327	1.1121
1887986031	1.2584	1.3292	1.2475
1887986431	1.4461	1.1674	1.4377
1887986831	1.6684	1.0566	1.6609
1887987231	1.9111	1.0040	1.8994
1887987631	2.1589	1.0127	2.1500
1887988031	2.3973	1.0823	2.3894
1887988431	2.6108	1.2082	2.5973
1887988831	2.7871	1.3832	2.7851
1887989231	2.9146	1.5957	2.9084
1887989631	2.9861	1.8336	2.9768
1887990031	2.9966	2.0822	2.9922
1887990431	2.9458	2.3248	2.9317
1887990831	2.8365	2.5479	2.8294
1887991231	2.6761	2.7368	2.6722
1887991631	2.4736	2.8807	2.4627
1887992031	2.2425	2.9702	2.2338
1887992431	1.9959	3.0000	1.9929
1887992831	1.7496	2.9681	1.7084
1887993231	1.5192	2.8768	1.5118
1887993631	1.3179	2.7313	1.3160
1887994031	1.1590	2.5410	1.1516
1887994431	1.0516	2.3171	1.0484
1887994831	1.0027	2.0741	0.9759
1887995231	1.0153	1.8260	1.0089
1887995631	1.0883	1.5892	1.0847
1887996031	1.2177	1.3771	1.2096
1887996431	1.3953	1.2035	1.3877
1887996831	1.6098	1.0793	1.6021
1887997231	1.8487	1.0115	1.8358
1887997631	2.0965	1.0047	2.0864
1887998031	2.3388	1.0591	2.3289
1887998431	2.5598	1.1714	2.5489
1887998831	2.7468	1.3349	2.7407
1887999231	2.8876	1.5395	2.8761
1887999631	2.9736	1.7719	2.9591
1888000031	2.9998	2.0194	2.9930
1888000431	2.9643	2.2647	2.9567
1888000831	2.8693	2.4942	2.8576
1888001231	2.7211	2.6929	2.7045
1888001631	2.5281	2.8492	2.5183
1888002031	2.3025	2.9532	2.3007
1888002431	2.0588	2.9983	2.0477
1888002831	1.8109	2.9820	1.8035
1888003231	1.5752	2.9053	1.5626
1888003631	1.3652	2.7727	1.3579
1888004031	1.1947	2.5928	1.1870
1888004431	1.0734	2.3761	1.0670
1888004831	1.0094	2.1366	1.0073
1888005231	1.0063	1.8883	0.9977
1888005631	1.0645	1.6468	1.0597
1888006031	1.1801	1.4275	1.1741
1888006431	1.3464	1.2431	1.3385
1888006831	1.5527	1.1056	1.5440
1888007231	1.7869	1.0230	1.7826
1888007631	2.0337	1.0006	2.0243
1888008031	2.2790	1.0397	2.2701
1888008431	2.5071	1.1381	2.4982
1888008831	2.7035	1.2893	2.7012
1888009231	2.8569	1.4846	2.8487
1888009631	2.9574	1.7112	2.9478
1888010031	2.9990	1.9560	2.9881
1888010431	2.9791	2.2036	2.9648
1888010831	2.8987	2.4386	2.8842
1888011231	2.7629	2.6466	2.7544
1888011631	2.5804	2.8143	2.5691
1888012031	2.3618	2.9323	2.3692
1888012431	2.1214	2.9926	2.1146
1888012831	1.8730	2.9919	1.8656
1888013231	1.6330	2.9302	1.6238
1888013631	1.4150	2.8111	1.4159
1888014031	1.2335	2.6423	1.2249
1888014431	1.0989	2.4336	1.0952
1888014831	1.0198	2.1981	1.0122
1888015231	1.0012	1.9509	0.9936
1888015631	1.0441	1.7063	1.0396
1888016031	1.1457	1.4802	1.1395
1888016431	1.3002	1.2857	1.2958
1888016831	1.4973	1.1355	1.4925
1888017231	1.7259	1.0383	1.7189
1888017631	1.9714	1.0004	1.9671
1888018031	2.2181	1.0241	2.2113
1888018431	2.4519	1.1079	2.4393
1888018831	2.6574	1.2465	2.6392
1888019231	2.8228	1.4317	2.8165
1888019631	2.9373	1.6516	2.9269
1888020031	2.9943	1.8933	2.9914
1888020431	2.9898	2.1422	2.9744
1888020831	2.9245	2.3813	2.9212
1888021231	2.8020	2.5973	2.7923
1888021631	2.6304	2.7762	2.6263
1888022031	2.4197	2.9077	2.4144
1888022431	2.1835	2.9830	2.1774
1888022831	1.9356	2.9979	1.9325
1888023231	1.6922	2.9514	1.6842
1888023631	1.4672	2.8462	1.4546
1888024031	1.2750	2.6888	1.2652
1888024431	1.1279	2.4893	1.1201
1888024831	1.0342	2.2593	1.0339
1888025231	1.0001	2.0138	1.0138
1888025631	1.0275	1.7670	1.0210
1888026031	1.1147	1.5349	1.1097
1888026431	1.2566	1.3311	1.2588
1888026831	1.4444	1.1685	1.4449
1888027231	1.6660	1.0574	1.6568
1888027631	1.9086	1.0042	1.8970
1888028031	2.1563	1.0123	2.1500
1888028431	2.3949	1.0813	2.3894
1888028831	2.6088	1.2066	2.6110
1888029231	2.7855	1.3811	2.7834
1888029631	2.9138	1.5938	2.8777
1888030031	2.9856	1.8311	2.9720
1888030431	2.9968	2.0797	2.9825
1888030831	2.9466	2.3224	2.9382
1888031231	2.8379	2.5458	2.8076
1888031631	2.6780	2.7351	2.6634
1888032031	2.4759	2.8795	2.4643
1888032431	2.2450	2.9695	2.2387
1888032831	1.9985	3.0000	1.9913
1888033231	1.7521	2.9688	1.7503
1888033631	1.5214	2.8780	1.5199
1888034031	1.3198	2.7330	1.3095
1888034431	1.1604	2.5432	1.1540
1888034831	1.0524	2.3195	1.0468
1888035231	1.0029	2.0766	1.0001
1888035631	1.0148	1.8285	1.0081
1888036031	1.0875	1.5910	1.0831
1888036431	1.2161	1.3791	1.2120
1888036831	1.3933	1.2051	1.3869
1888037231	1.6074	1.0803	1.5964
1888037631	1.8462	1.0119	1.8333
1888038031	2.0939	1.0044	2.0896
1888038431	2.3364	1.0583	2.3322
1888038831	2.5581	1.1702	2.5505
1888039231	2.7451	1.3330	2.7335
1888039631	2.8865	1.5372	2.8769
1888040031	2.9731	1.7694	2.9640
1888040431	2.9999	2.0169	2.9962
1888040831	2.9650	2.2623	2.9615
1888041231	2.8706	2.4920	2.8664
1888041631	2.7228	2.6910	2.7190
1888042031	2.5302	2.8478	2.5232
1888042431	2.3049	2.9524	2.3023
1888042831	2.0613	2.9981	2.0558
1888043231	1.8134	2.9824	1.8067
1888043631	1.5775	2.9064	1.5747
1888044031	1.3672	2.7743	1.3635
1888044431	1.1962	2.5949	1.1886
1888044831	1.0744	2.3784	1.0726
1888045231	1.0097	2.1386	1.0065
1888045631	1.0060	1.8908	0.9985
1888046031	1.0636	1.6492	1.0597
1888046431	1.1786	1.4296	1.1685
1888046831	1.3445	1.2448	1.3184
1888047231	1.5504	1.1068	1.5448
1888047631	1.7844	1.0235	1.7592
1888048031	2.0317	1.0005	2.0275
1888048431	2.2766	1.0390	2.2661
1888048831	2.5049	1.1368	2.4917
1888049231	2.7017	1.2875	2.6988
1888049631	2.8556	1.4824	2.8479
1888050031	2.9566	1.7087	2.9180
1888050431	2.9989	1.9535	2.9938
1888050831	2.9796	2.2011	2.9744
1888051231	2.8998	2.4363	2.8890
1888051631	2.7645	2.6446	2.7593
1888052031	2.5825	2.8128	2.5715
1888052431	2.3642	2.9313	2.3539
1888052831	2.1239	2.9923	2.1194
1888053231	1.8756	2.9922	1.8664
1888053631	1.6353	2.9311	1.6303
1888054031	1.4171	2.8125	1.4127
1888054431	1.2348	2.6438	1.2297
1888054831	1.1000	2.4359	1.0903
1888055231	1.0203	2.2006	1.0122
1888055631	1.0011	1.9535	0.9993
1888056031	1.0434	1.7087	1.0388
1888056431	1.1444	1.4824	1.1363
1888056831	1.2983	1.2875	1.2942
1888057231	1.4956	1.1365	1.4925
1888057631	1.7234	1.0390	1.7157
1888058031	1.9688	1.0005	1.9599
1888058431	2.2156	1.0235	2.2129
1888058831	2.4496	1.1068	2.4337
1888059231	2.6555	1.2448	2.6505
1888059631	2.8214	1.4296	2.8125
1888060031	2.9364	1.6492	2.9229
1888060431	2.9940	1.8908	2.9817
1888060831	2.9902	2.1396	2.9752
1888061231	2.9254	2.3789	2.9221
1888061631	2.8035	2.5953	2.7899
1888062031	2.6324	2.7746	2.6142
1888062431	2.4220	2.9066	2.4136
1888062831	2.1861	2.9825	2.1863
1888063231	1.9382	2.9981	1.9405
1888063631	1.6941	2.9521	1.6859
1888064031	1.4693	2.8476	1.4602
1888064431	1.2768	2.6907	1.2708
1888064831	1.1292	2.4916	1.1242
1888065231	1.0349	2.2618	1.0267
1888065631	1.0001	2.0164	0.9936
1888066031	1.0269	1.7694	1.0218
1888066431	1.1138	1.5367	1.1064
1888066831	1.2549	1.3330	1.2515
1888067231	1.4423	1.1700	1.4360
1888067631	1.6636	1.0583	1.6560
1888068031	1.9061	1.0044	1.9051
1888068431	2.1538	1.0119	2.1388
1888068831	2.3926	1.0803	2.3821
1888069231	2.6067	1.2051	2.5884
1888069631	2.7839	1.3791	2.7746
1888070031	2.9128	1.5915	2.9075
1888070431	2.9852	1.8285	2.9785
1888070831	2.9970	2.0771	2.9849
1888071231	2.9474	2.3200	2.9470
1888071631	2.8393	2.5436	2.8342
1888072031	2.6799	2.7333	2.6690
1888072431	2.4781	2.8783	2.4692
1888072831	2.2469	2.9690	2.2355
1888073231	2.0010	3.0000	1.9873
1888073631	1.7545	2.9694	1.7511
1888074031	1.5237	2.8793	1.5094
1888074431	1.3216	2.7347	1.3168
1888074831	1.1618	2.5453	1.1548
1888075231	1.0532	2.3219	1.0500
1888075631	1.0031	2.0787	0.9985
1888076031	1.0144	1.8311	1.0089
1888076431	1.0864	1.5934	1.0871
1888076831	1.2145	1.3811	1.2040
1888077231	1.3912	1.2066	1.3885
1888077631	1.6051	1.0813	1.5956
1888078031	1.8437	1.0123	1.8349
1888078431	2.0914	1.0042	2.0856
1888078831	2.3340	1.0574	2.3225
1888079231	2.5560	1.1688	2.5457
1888079631	2.7434	1.3311	2.7415
1888080031	2.8853	1.5349	2.8801
1888080431	2.9725	1.7670	2.9615
1888080831	2.9999	2.0143	2.9873
1888081231	2.9657	2.2598	2.9503
1888081631	2.8718	2.4898	2.8664
1888082031	2.7242	2.6895	2.7149
1888082431	2.5324	2.8465	2.5280
1888082831	2.3074	2.9516	2.2975
1888083231	2.0639	2.9980	2.0590
1888083631	1.8160	2.9829	1.8051
1888084031	1.5799	2.9075	1.5714
1888084431	1.3692	2.7759	1.3619
1888084831	1.1974	2.5965	1.1854
1888085231	1.0753	2.3808	1.0742
1888085631	1.0100	2.1412	1.0017
1888086031	1.0057	1.8933	1.0025
1888086431	1.0627	1.6516	1.0613
1888086831	1.1772	1.4317	1.1693
1888087231	1.3426	1.2465	1.3418
1888087631	1.5481	1.1079	1.5456
1888088031	1.7819	1.0241	1.7753
1888088431	2.0291	1.0004	2.0179
1888088831	2.2741	1.0383	2.2677
1888089231	2.5027	1.1355	2.4998
1888089631	2.6998	1.2857	2.6924
1888090031	2.8543	1.4802	2.8415
1888090431	2.9559	1.7063	2.9277
1888090831	2.9988	1.9509	2.9994
1888091231	2.9800	2.1991	2.9696
1888091631	2.9009	2.4340	2.8890
1888092031	2.7662	2.6427	2.7568
1888092431	2.5846	2.8114	2.5659
1888092831	2.3666	2.9304	2.3563
1888093231	2.1265	2.9920	2.1202
1888093631	1.8781	2.9925	1.8728
1888094031	1.6372	2.9319	1.6375
1888094431	1.4192	2.8140	1.4111
1888094831	1.2365	2.6458	1.2346
1888095231	1.1011	2.4382	1.0927
1888095631	1.0208	2.2031	1.0146
1888096031	1.0010	1.9560	0.9968
1888096431	1.0426	1.7112	1.0355
1888096831	1.1431	1.4846	1.1387
1888097231	1.2965	1.2893	1.2926
1888097631	1.4934	1.1378	1.4916
1888098031	1.7210	1.0397	1.7173
1888098431	1.9663	1.0006	1.9623
1888098831	2.2131	1.0230	2.2048
1888099231	2.4473	1.1056	2.4490
1888099631	2.6536	1.2431	2.6456
1888100031	2.8199	1.4275	2.7996
1888100431	2.9357	1.6473	2.9293
1888100831	2.9937	1.8883	2.9817
1888101231	2.9906	2.1371	2.9801
1888101631	2.9264	2.3765	2.9180
1888102031	2.8050	2.5932	2.8028
1888102431	2.6344	2.7730	2.6199
1888102831	2.4243	2.9055	2.4160
1888103231	2.1881	2.9822	2.1790
1888103631	1.9407	2.9982	1.9397
1888104031	1.6965	2.9528	1.6915
1888104431	1.4715	2.8489	1.4618
1888104831	1.2786	2.6925	1.2749
1888105231	1.1304	2.4938	1.1234
1888105631	1.0355	2.2642	1.0291
1888106031	1.0002	2.0189	0.9920
1888106431	1.0264	1.7719	1.0178
1888106831	1.1126	1.5390	1.1056
1888107231	1.2532	1.3349	1.2475
1888107631	1.4402	1.1714	1.4304
1888108031	1.6612	1.0591	1.6560
1888108431	1.9035	1.0047	1.8986
1888108831	2.1513	1.0115	2.1436
1888109231	2.3902	1.0793	2.3837
1888109631	2.6051	1.2039	2.6021
1888110031	2.7823	1.3771	2.7770
1888110431	2.9117	1.5892	2.9051
1888110831	2.9847	1.8260	2.9744
1888111231	2.9972	2.0746	2.9865
1888111631	2.9482	2.3176	2.9438
1888112031	2.8407	2.5415	2.8318
1888112431	2.6813	2.7320	2.6747
1888112831	2.4804	2.8771	2.4764
1888113231	2.2494	2.9684	2.2427
1888113631	2.0036	3.0000	1.9961
1888114031	1.7570	2.9700	1.7479
1888114431	1.5259	2.8805	1.5190
1888114831	1.3235	2.7365	1.3200
1888115231	1.1632	2.5475	1.1588
1888115631	1.0541	2.3243	1.0525
1888116031	1.0033	2.0812	1.0017
1888116431	1.0139	1.8336	1.0089
1888116831	1.0854	1.5957	1.0871
1888117231	1.2129	1.3832	1.2104
