time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
493125907	1.1579	1.4607	1.1524
493126107	1.2322	1.3593	1.2144
493126307	1.3183	1.2684	1.3176
493126507	1.4154	1.1886	1.4103
493126707	1.5219	1.1217	1.5182
493126907	1.6358	1.0687	1.6286
493127107	1.7550	1.0305	1.7503
493127307	1.8786	1.0074	1.8704
493127507	2.0041	1.0000	1.9921
493127707	2.1295	1.0084	2.0920
493127907	2.2524	1.0324	2.2524
493128107	2.3718	1.0717	2.3636
493128307	2.4853	1.1257	2.4788
493128507	2.5912	1.1935	2.5771
493128707	2.6873	1.2736	2.6819
493128907	2.7730	1.3656	2.7689
493129107	2.8465	1.4676	2.8100
493129307	2.9066	1.5780	2.8947
493129507	2.9522	1.6946	2.9374
493129707	2.9830	1.8165	2.9760
493129907	2.9983	1.9412	2.9930
493130107	2.9978	2.0669	2.9930
493130307	2.9815	2.1916	2.9728
493130507	2.9497	2.3132	2.9478
493130707	2.9029	2.4299	2.8914
493130907	2.8421	2.5393	2.8326
493131107	2.7678	2.6407	2.7528
493131307	2.6813	2.7320	2.6755
493131507	2.5841	2.8117	2.5715
493131707	2.4781	2.8783	2.4708
493131907	2.3642	2.9313	2.3604
493132107	2.2445	2.9697	2.2379
493132307	2.1209	2.9927	2.1138
493132507	1.9959	3.0000	1.9937
493132707	1.8705	2.9916	1.8599
493132907	1.7471	2.9675	1.7447
493133107	1.6277	2.9281	1.6174
493133307	1.5147	2.8743	1.5102
493133507	1.4088	2.8065	1.4014
493133707	1.3123	2.7260	1.3055
493133907	1.2267	2.6340	1.2257
493134107	1.1535	2.5324	1.1532
493134307	1.0934	2.4220	1.0879
493134507	1.0476	2.3049	1.0396
493134707	1.0170	2.1835	1.0114
493134907	1.0017	2.0588	0.9952
493135107	1.0022	1.9331	0.9968
493135307	1.0185	1.8084	1.0138
493135507	1.0502	1.6873	1.0460
493135707	1.0969	1.5706	1.0895
493135907	1.1579	1.4607	1.1548
493136107	1.2322	1.3593	1.2289
493136307	1.3183	1.2684	1.3111
493136507	1.4154	1.1886	1.4127
493136707	1.5219	1.1217	1.5239
493136907	1.6358	1.0687	1.6303
493137107	1.7550	1.0305	1.7552
493137307	1.8786	1.0074	1.8768
493137507	2.0041	1.0000	1.9711
493137707	2.1295	1.0084	2.1234
493137907	2.2524	1.0324	2.2443
493138107	2.3718	1.0717	2.3612
493138307	2.4853	1.1257	2.4780
493138507	2.5912	1.1935	2.5723
493138707	2.6873	1.2736	2.6674
493138907	2.7730	1.3656	2.7568
493139107	2.8465	1.4676	2.8431
493139307	2.9066	1.5780	2.8922
493139507	2.9522	1.6946	2.9454
493139707	2.9830	1.8165	2.9728
493139907	2.9983	1.9412	2.9817
493140107	2.9978	2.0669	2.9849
493140307	2.9815	2.1916	2.9688
493140507	2.9497	2.3132	2.9414
493140707	2.9029	2.4299	2.8898
493140907	2.8421	2.5393	2.8431
493141107	2.7678	2.6407	2.7568
493141307	2.6813	2.7320	2.6722
493141507	2.5841	2.8117	2.5715
493141707	2.4781	2.8783	2.4667
493141907	2.3642	2.9313	2.3555
493142107	2.2445	2.9697	2.2435
493142307	2.1209	2.9927	2.1057
493142507	1.9959	3.0000	1.9921
493142707	1.8705	2.9916	1.8640
493142907	1.7471	2.9675	1.7366
493143107	1.6277	2.9281	1.6198
493143307	1.5147	2.8743	1.5102
493143507	1.4088	2.8065	1.4030
493143707	1.3123	2.7260	1.3071
493143907	1.2267	2.6340	1.2209
493144107	1.1535	2.5324	1.1540
493144307	1.0934	2.4220	1.0887
493144507	1.0476	2.3049	1.0404
493144707	1.0170	2.1835	1.0081
493144907	1.0017	2.0588	1.0009
493145107	1.0022	1.9331	1.0009
493145307	1.0185	1.8084	1.0130
493145507	1.0502	1.6873	1.0468
493145707	1.0969	1.5706	1.0919
493145907	1.1579	1.4607	1.1540
493146107	1.2322	1.3593	1.2281
493146307	1.3183	1.2684	1.3095
493146507	1.4154	1.1886	1.4103
493146707	1.5219	1.1217	1.5166
493146907	1.6358	1.0687	1.6311
493147107	1.7550	1.0305	1.7390
493147307	1.8786	1.0074	1.8688
493147507	2.0041	1.0000	1.9937
493147707	2.1295	1.0084	2.1259
493147907	2.2524	1.0324	2.2435
493148107	2.3718	1.0717	2.3604
493148307	2.4853	1.1257	2.4780
493148507	2.5912	1.1935	2.5836
493148707	2.6873	1.2736	2.6787
493148907	2.7730	1.3656	2.7601
493149107	2.8465	1.4676	2.8399
493149307	2.9066	1.5780	2.8914
493149507	2.9522	1.6946	2.9390
493149707	2.9830	1.8165	2.9777
493149907	2.9983	1.9412	2.9922
493150107	2.9978	2.0669	2.9954
493150307	2.9815	2.1916	2.9785
493150507	2.9497	2.3132	2.9422
493150707	2.9029	2.4299	2.8987
493150907	2.8421	2.5393	2.8197
493151107	2.7678	2.6407	2.7520
493151307	2.6813	2.7320	2.6730
493151507	2.5841	2.8117	2.5771
493151707	2.4781	2.8783	2.4643
493151907	2.3642	2.9313	2.3386
493152107	2.2445	2.9697	2.2363
493152307	2.1209	2.9927	2.1122
493152507	1.9959	3.0000	1.9864
493152707	1.8705	2.9916	1.8704
493152907	1.7471	2.9675	1.7358
493153107	1.6277	2.9281	1.6262
493153307	1.5147	2.8743	1.5086
493153507	1.4088	2.8065	1.4078
493153707	1.3123	2.7260	1.2765
493153907	1.2267	2.6340	1.2241
493154107	1.1535	2.5324	1.1572
493154307	1.0934	2.4220	1.0879
493154507	1.0476	2.3049	1.0412
493154707	1.0170	2.1835	1.0073
493154907	1.0017	2.0588	1.0001
493155107	1.0022	1.9331	0.9952
493155307	1.0185	1.8084	1.0146
493155507	1.0502	1.6873	1.0436
493155707	1.0969	1.5706	1.0919
493155907	1.1579	1.4607	1.1548
493156107	1.2322	1.3593	1.2209
493156307	1.3183	1.2684	1.3144
493156507	1.4154	1.1886	1.4119
493156707	1.5219	1.1217	1.5150
493156907	1.6358	1.0687	1.6278
493157107	1.7550	1.0305	1.7447
493157307	1.8786	1.0074	1.8760
493157507	2.0041	1.0000	1.9905
493157707	2.1295	1.0084	2.1307
493157907	2.2524	1.0324	2.2411
493158107	2.3718	1.0717	2.3644
493158307	2.4853	1.1257	2.4764
493158507	2.5912	1.1935	2.5844
493158707	2.6873	1.2736	2.6787
493158907	2.7730	1.3656	2.7697
493159107	2.8465	1.4676	2.8294
493159307	2.9066	1.5780	2.8987
493159507	2.9522	1.6946	2.9511
493159707	2.9830	1.8165	2.9704
493159907	2.9983	1.9412	2.9825
493160107	2.9978	2.0669	2.9897
493160307	2.9815	2.1916	2.9785
493160507	2.9497	2.3132	2.9100
493160707	2.9029	2.4299	2.8842
493160907	2.8421	2.5393	2.8350
493161107	2.7678	2.6407	2.7633
493161307	2.6813	2.7320	2.6747
493161507	2.5841	2.8117	2.5715
493161707	2.4781	2.8783	2.4675
493161907	2.3642	2.9313	2.3571
493162107	2.2445	2.9697	2.2306
493162307	2.1209	2.9927	2.1154
493162507	1.9959	3.0000	1.9937
493162707	1.8705	2.9916	1.8648
493162907	1.7471	2.9675	1.7455
493163107	1.6277	2.9281	1.6230
493163307	1.5147	2.8743	1.5134
493163507	1.4088	2.8065	1.4014
493163707	1.3123	2.7260	1.2974
493163907	1.2267	2.6340	1.2177
493164107	1.1535	2.5324	1.1492
493164307	1.0934	2.4220	1.0887
493164507	1.0476	2.3049	1.0420
493164707	1.0170	2.1835	1.0097
493164907	1.0017	2.0588	0.9944
493165107	1.0022	1.9331	0.9944
493165307	1.0185	1.8084	1.0154
493165507	1.0502	1.6873	1.0516
493165707	1.0969	1.5706	1.0927
493165907	1.1579	1.4607	1.1508
493166107	1.2322	1.3593	1.2281
493166307	1.3183	1.2684	1.3087
493166507	1.4154	1.1886	1.4054
493166707	1.5219	1.1217	1.5126
493166907	1.6358	1.0687	1.6335
493167107	1.7550	1.0305	1.7527
493167307	1.8786	1.0074	1.8672
493167507	2.0041	1.0000	1.9953
493167707	2.1295	1.0084	2.1170
493167907	2.2524	1.0324	2.2475
493168107	2.3718	1.0717	2.3725
493168307	2.4853	1.1257	2.4756
493168507	2.5912	1.1935	2.5812
493168707	2.6873	1.2736	2.6537
493168907	2.7730	1.3656	2.7633
493169107	2.8465	1.4676	2.8374
493169307	2.9066	1.5780	2.8971
493169507	2.9522	1.6946	2.9446
493169707	2.9830	1.8165	2.9809
493169907	2.9983	1.9412	2.9785
493170107	2.9978	2.0669	2.9841
493170307	2.9815	2.1916	2.9736
493170507	2.9497	2.3132	2.9317
493170707	2.9029	2.4299	2.8979
493170907	2.8421	2.5393	2.8374
493171107	2.7678	2.6407	2.7657
493171307	2.6813	2.7320	2.6440
493171507	2.5841	2.8117	2.5699
493171707	2.4781	2.8783	2.4692
493171907	2.3642	2.9313	2.3628
493172107	2.2445	2.9697	2.2113
493172307	2.1209	2.9927	2.1170
493172507	1.9959	3.0000	1.9913
493172707	1.8705	2.9916	1.8583
493172907	1.7471	2.9675	1.7455
493173107	1.6277	2.9281	1.6270
493173307	1.5147	2.8743	1.5142
493173507	1.4088	2.8065	1.4006
493173707	1.3123	2.7260	1.3071
493173907	1.2267	2.6340	1.2241
493174107	1.1535	2.5324	1.1500
493174307	1.0934	2.4220	1.0895
493174507	1.0476	2.3049	1.0420
493174707	1.0170	2.1835	1.0097
493174907	1.0017	2.0588	0.9977
493175107	1.0022	1.9331	0.9960
493175307	1.0185	1.8084	1.0146
493175507	1.0502	1.6873	1.0468
493175707	1.0969	1.5706	1.0919
493175907	1.1579	1.4607	1.1572
493176107	1.2322	1.3593	1.2257
493176307	1.3183	1.2684	1.3160
493176507	1.4154	1.1886	1.4111
493176707	1.5219	1.1217	1.5166
493176907	1.6358	1.0687	1.6286
493177107	1.7550	1.0305	1.7471
493177307	1.8786	1.0074	1.8793
493177507	2.0041	1.0000	2.0001
493177707	2.1295	1.0084	2.1251
493177907	2.2524	1.0324	2.2290
493178107	2.3718	1.0717	2.3579
493178307	2.4853	1.1257	2.4724
493178507	2.5912	1.1935	2.5651
493178707	2.6873	1.2736	2.6674
493178907	2.7730	1.3656	2.7697
493179107	2.8465	1.4676	2.8286
493179307	2.9066	1.5780	2.9035
493179507	2.9522	1.6946	2.9414
493179707	2.9830	1.8165	2.9696
493179907	2.9983	1.9412	2.9857
493180107	2.9978	2.0669	2.9914
493180307	2.9815	2.1916	2.9777
493180507	2.9497	2.3132	2.9164
493180707	2.9029	2.4299	2.8922
493180907	2.8421	2.5393	2.8334
493181107	2.7678	2.6407	2.7568
493181307	2.6813	2.7320	2.6722
493181507	2.5841	2.8117	2.5731
493181707	2.4781	2.8783	2.4796
493181907	2.3642	2.9313	2.3499
493182107	2.2445	2.9697	2.2290
493182307	2.1209	2.9927	2.1138
493182507	1.9959	3.0000	1.9840
493182707	1.8705	2.9916	1.8640
493182907	1.7471	2.9675	1.7399
493183107	1.6277	2.9281	1.6214
493183307	1.5147	2.8743	1.5062
493183507	1.4088	2.8065	1.4070
493183707	1.3123	2.7260	1.3079
493183907	1.2267	2.6340	1.2168
493184107	1.1535	2.5324	1.1484
493184307	1.0934	2.4220	1.0895
493184507	1.0476	2.3049	1.0420
493184707	1.0170	2.1835	1.0097
493184907	1.0017	2.0588	0.9928
493185107	1.0022	1.9331	0.9977
493185307	1.0185	1.8084	1.0114
493185507	1.0502	1.6873	1.0444
493185707	1.0969	1.5706	1.0726
493185907	1.1579	1.4607	1.1540
493186107	1.2322	1.3593	1.2249
493186307	1.3183	1.2684	1.3168
493186507	1.4154	1.1886	1.4111
493186707	1.5219	1.1217	1.5207
493186907	1.6358	1.0687	1.6286
493187107	1.7550	1.0305	1.7527
493187307	1.8786	1.0074	1.8688
493187507	2.0041	1.0000	1.9953
493187707	2.1295	1.0084	2.1218
493187907	2.2524	1.0324	2.2177
493188107	2.3718	1.0717	2.3596
493188307	2.4853	1.1257	2.4571
493188507	2.5912	1.1935	2.5796
493188707	2.6873	1.2736	2.6811
493188907	2.7730	1.3656	2.7657
493189107	2.8465	1.4676	2.8350
493189307	2.9066	1.5780	2.8737
493189507	2.9522	1.6946	2.9430
493189707	2.9830	1.8165	2.9704
493189907	2.9983	1.9412	2.9986
493190107	2.9978	2.0669	2.9849
493190307	2.9815	2.1916	2.9696
493190507	2.9497	2.3132	2.9422
493190707	2.9029	2.4299	2.8898
493190907	2.8421	2.5393	2.8302
493191107	2.7678	2.6407	2.7617
493191307	2.6813	2.7320	2.6674
493191507	2.5841	2.8117	2.5715
493191707	2.4781	2.8783	2.4675
493191907	2.3642	2.9313	2.3579
493192107	2.2445	2.9697	2.2403
493192307	2.1209	2.9927	2.1097
493192507	1.9959	3.0000	1.9945
493192707	1.8705	2.9916	1.8640
493192907	1.7471	2.9675	1.7415
493193107	1.6277	2.9281	1.6198
493193307	1.5147	2.8743	1.4981
493193507	1.4088	2.8065	1.4046
493193707	1.3123	2.7260	1.3055
493193907	1.2267	2.6340	1.2217
493194107	1.1535	2.5324	1.1459
493194307	1.0934	2.4220	1.0895
493194507	1.0476	2.3049	1.0404
493194707	1.0170	2.1835	1.0081
493194907	1.0017	2.0588	0.9985
493195107	1.0022	1.9331	0.9968
493195307	1.0185	1.8084	1.0081
493195507	1.0502	1.6873	1.0476
493195707	1.0969	1.5706	1.0944
493195907	1.1579	1.4607	1.1475
493196107	1.2322	1.3593	1.2289
493196307	1.3183	1.2684	1.3103
493196507	1.4154	1.1886	1.3829
493196707	1.5219	1.1217	1.5190
493196907	1.6358	1.0687	1.6206
493197107	1.7550	1.0305	1.7495
493197307	1.8786	1.0074	1.8656
493197507	2.0041	1.0000	2.0001
493197707	2.1295	1.0084	2.1267
493197907	2.2524	1.0324	2.2355
493198107	2.3718	1.0717	2.3604
493198307	2.4853	1.1257	2.4829
493198507	2.5912	1.1935	2.5771
493198707	2.6873	1.2736	2.6819
493198907	2.7730	1.3656	2.7520
493199107	2.8465	1.4676	2.8286
493199307	2.9066	1.5780	2.8955
493199507	2.9522	1.6946	2.9462
493199707	2.9830	1.8165	2.9712
493199907	2.9983	1.9412	2.9946
493200107	2.9978	2.0669	2.9865
493200307	2.9815	2.1916	2.9777
493200507	2.9497	2.3132	2.9398
493200707	2.9029	2.4299	2.9011
493200907	2.8421	2.5393	2.8407
493201107	2.7678	2.6407	2.7633
493201307	2.6813	2.7320	2.6682
493201507	2.5841	2.8117	2.5747
493201707	2.4781	2.8783	2.4627
493201907	2.3642	2.9313	2.3515
493202107	2.2445	2.9697	2.2338
493202307	2.1209	2.9927	2.1162
493202507	1.9959	3.0000	1.9808
493202707	1.8705	2.9916	1.8664
493202907	1.7471	2.9675	1.7463
493203107	1.6277	2.9281	1.6158
493203307	1.5147	2.8743	1.5118
493203507	1.4088	2.8065	1.4054
493203707	1.3123	2.7260	1.3031
493203907	1.2267	2.6340	1.2201
493204107	1.1535	2.5324	1.1459
493204307	1.0934	2.4220	1.0887
493204507	1.0476	2.3049	1.0452
493204707	1.0170	2.1835	1.0283
493204907	1.0017	2.0588	0.9977
493205107	1.0022	1.9331	1.0001
493205307	1.0185	1.8084	1.0162
493205507	1.0502	1.6873	1.0468
493205707	1.0969	1.5706	1.0960
493205907	1.1579	1.4607	1.1572
493206107	1.2322	1.3593	1.2040
493206307	1.3183	1.2684	1.3168
493206507	1.4154	1.1886	1.4078
493206707	1.5219	1.1217	1.5247
493206907	1.6358	1.0687	1.6295
493207107	1.7550	1.0305	1.7294
493207307	1.8786	1.0074	1.8736
493207507	2.0041	1.0000	2.0001
493207707	2.1295	1.0084	2.1242
493207907	2.2524	1.0324	2.2443
493208107	2.3718	1.0717	2.3596
493208307	2.4853	1.1257	2.4780
493208507	2.5912	1.1935	2.5731
493208707	2.6873	1.2736	2.6738
493208907	2.7730	1.3656	2.7560
493209107	2.8465	1.4676	2.8415
493209307	2.9066	1.5780	2.8987
493209507	2.9522	1.6946	2.9454
493209707	2.9830	1.8165	2.9712
493209907	2.9983	1.9412	2.9914
493210107	2.9978	2.0669	2.9946
493210307	2.9815	2.1916	2.9712
493210507	2.9497	2.3132	2.9430
493210707	2.9029	2.4299	2.8995
493210907	2.8421	2.5393	2.8342
493211107	2.7678	2.6407	2.7488
493211307	2.6813	2.7320	2.6714
493211507	2.5841	2.8117	2.5755
493211707	2.4781	2.8783	2.4595
493211907	2.3642	2.9313	2.3563
493212107	2.2445	2.9697	2.2201
493212307	2.1209	2.9927	2.1162
493212507	1.9959	3.0000	1.9864
493212707	1.8705	2.9916	1.8656
493212907	1.7471	2.9675	1.7455
493213107	1.6277	2.9281	1.6262
493213307	1.5147	2.8743	1.5110
493213507	1.4088	2.8065	1.3974
493213707	1.3123	2.7260	1.3111
493213907	1.2267	2.6340	1.2177
493214107	1.1535	2.5324	1.1540
493214307	1.0934	2.4220	1.0887
493214507	1.0476	2.3049	1.0436
493214707	1.0170	2.1835	1.0130
493214907	1.0017	2.0588	0.9977
493215107	1.0022	1.9331	0.9993
493215307	1.0185	1.8084	1.0154
493215507	1.0502	1.6873	1.0492
493215707	1.0969	1.5706	1.0927
493215907	1.1579	1.4607	1.1492
493216107	1.2322	1.3593	1.2305
493216307	1.3183	1.2684	1.3103
493216507	1.4154	1.1886	1.4159
493216707	1.5219	1.1217	1.4844
493216907	1.6358	1.0687	1.6343
493217107	1.7550	1.0305	1.7536
493217307	1.8786	1.0074	1.8656
493217507	2.0041	1.0000	1.9873
493217707	2.1295	1.0084	2.1307
493217907	2.2524	1.0324	2.2395
493218107	2.3718	1.0717	2.3604
493218307	2.4853	1.1257	2.4466
493218507	2.5912	1.1935	2.5892
493218707	2.6873	1.2736	2.6940
493218907	2.7730	1.3656	2.7681
493219107	2.8465	1.4676	2.8358
493219307	2.9066	1.5780	2.8979
493219507	2.9522	1.6946	2.9454
493219707	2.9830	1.8165	2.9696
493219907	2.9983	1.9412	2.9930
493220107	2.9978	2.0669	2.9946
493220307	2.9815	2.1916	2.9406
493220507	2.9497	2.3132	2.9438
493220707	2.9029	2.4299	2.8914
493220907	2.8421	2.5393	2.8350
493221107	2.7678	2.6407	2.7568
493221307	2.6813	2.7320	2.6763
493221507	2.5841	2.8117	2.5779
493221707	2.4781	2.8783	2.4692
493221907	2.3642	2.9313	2.3579
493222107	2.2445	2.9697	2.2330
493222307	2.1209	2.9927	2.1146
493222507	1.9959	3.0000	1.9897
493222707	1.8705	2.9916	1.8623
493222907	1.7471	2.9675	1.7382
493223107	1.6277	2.9281	1.6198
493223307	1.5147	2.8743	1.5134
493223507	1.4088	2.8065	1.3990
493223707	1.3123	2.7260	1.3071
493223907	1.2267	2.6340	1.2193
493224107	1.1535	2.5324	1.1451
493224307	1.0934	2.4220	1.0887
493224507	1.0476	2.3049	1.0396
493224707	1.0170	2.1835	1.0097
493224907	1.0017	2.0588	0.9977
493225107	1.0022	1.9331	0.9936
493225307	1.0185	1.8084	0.9840
493225507	1.0502	1.6873	1.0508
493225707	1.0969	1.5706	1.0903
493225907	1.1579	1.4607	1.1338
493226107	1.2322	1.3593	1.2289
493226307	1.3183	1.2684	1.3152
493226507	1.4154	1.1886	1.4086
493226707	1.5219	1.1217	1.5199
493226907	1.6358	1.0687	1.6351
493227107	1.7550	1.0305	1.7495
493227307	1.8786	1.0074	1.8664
493227507	2.0041	1.0000	1.9953
493227707	2.1295	1.0084	2.1251
493227907	2.2524	1.0324	2.2451
493228107	2.3718	1.0717	2.3483
493228307	2.4853	1.1257	2.4619
493228507	2.5912	1.1935	2.5771
493228707	2.6873	1.2736	2.6819
493228907	2.7730	1.3656	2.7665
493229107	2.8465	1.4676	2.8415
493229307	2.9066	1.5780	2.8963
493229507	2.9522	1.6946	2.9358
493229707	2.9830	1.8165	2.9688
493229907	2.9983	1.9412	2.9664
493230107	2.9978	2.0669	2.9841
493230307	2.9815	2.1916	2.9422
493230507	2.9497	2.3132	2.9349
493230707	2.9029	2.4299	2.8890
493230907	2.8421	2.5393	2.8390
493231107	2.7678	2.6407	2.7222
493231307	2.6813	2.7320	2.6626
493231507	2.5841	2.8117	2.5763
493231707	2.4781	2.8783	2.4643
493231907	2.3642	2.9313	2.3491
493232107	2.2445	2.9697	2.2427
493232307	2.1209	2.9927	2.1146
493232507	1.9959	3.0000	1.9937
493232707	1.8705	2.9916	1.8640
493232907	1.7471	2.9675	1.7390
493233107	1.6277	2.9281	1.6278
493233307	1.5147	2.8743	1.5110
493233507	1.4088	2.8065	1.4111
493233707	1.3123	2.7260	1.3119
493233907	1.2267	2.6340	1.2217
493234107	1.1535	2.5324	1.1524
493234307	1.0934	2.4220	1.0903
493234507	1.0476	2.3049	1.0420
493234707	1.0170	2.1835	0.9944
493234907	1.0017	2.0588	0.9960
493235107	1.0022	1.9331	0.9993
493235307	1.0185	1.8084	0.9912
493235507	1.0502	1.6873	1.0436
493235707	1.0969	1.5706	1.0911
493235907	1.1579	1.4607	1.1524
493236107	1.2322	1.3593	1.2257
493236307	1.3183	1.2684	1.3144
493236507	1.4154	1.1886	1.4095
493236707	1.5219	1.1217	1.5279
493236907	1.6358	1.0687	1.6295
493237107	1.7550	1.0305	1.7479
493237307	1.8786	1.0074	1.8680
493237507	2.0041	1.0000	1.9945
493237707	2.1295	1.0084	2.1234
493237907	2.2524	1.0324	2.2475
493238107	2.3718	1.0717	2.3636
493238307	2.4853	1.1257	2.4724
493238507	2.5912	1.1935	2.5788
493238707	2.6873	1.2736	2.6763
493238907	2.7730	1.3656	2.7641
493239107	2.8465	1.4676	2.8358
493239307	2.9066	1.5780	2.8979
493239507	2.9522	1.6946	2.9503
493239707	2.9830	1.8165	2.9809
493239907	2.9983	1.9412	2.9930
493240107	2.9978	2.0669	2.9930
493240307	2.9815	2.1916	2.9760
493240507	2.9497	2.3132	2.9462
493240707	2.9029	2.4299	2.8955
493240907	2.8421	2.5393	2.8390
493241107	2.7678	2.6407	2.7633
493241307	2.6813	2.7320	2.6747
493241507	2.5841	2.8117	2.5634
493241707	2.4781	2.8783	2.4708
493241907	2.3642	2.9313	2.3265
493242107	2.2445	2.9697	2.2266
493242307	2.1209	2.9927	2.1114
493242507	1.9959	3.0000	1.9840
493242707	1.8705	2.9916	1.8664
493242907	1.7471	2.9675	1.7350
493243107	1.6277	2.9281	1.6198
493243307	1.5147	2.8743	1.5118
493243507	1.4088	2.8065	1.4022
493243707	1.3123	2.7260	1.3055
493243907	1.2267	2.6340	1.2168
493244107	1.1535	2.5324	1.1451
493244307	1.0934	2.4220	1.0871
493244507	1.0476	2.3049	1.0428
493244707	1.0170	2.1835	1.0114
493244907	1.0017	2.0588	0.9985
493245107	1.0022	1.9331	1.0001
493245307	1.0185	1.8084	1.0146
493245507	1.0502	1.6873	1.0492
493245707	1.0969	1.5706	1.0895
493245907	1.1579	1.4607	1.1500
493246107	1.2322	1.3593	1.2249
493246307	1.3183	1.2684	1.3168
493246507	1.4154	1.1886	1.4103
493246707	1.5219	1.1217	1.5166
493246907	1.6358	1.0687	1.6295
493247107	1.7550	1.0305	1.7455
493247307	1.8786	1.0074	1.8696
493247507	2.0041	1.0000	1.9985
493247707	2.1295	1.0084	2.1259
493247907	2.2524	1.0324	2.2330
493248107	2.3718	1.0717	2.3708
493248307	2.4853	1.1257	2.4522
493248507	2.5912	1.1935	2.5860
493248707	2.6873	1.2736	2.6593
493248907	2.7730	1.3656	2.7738
493249107	2.8465	1.4676	2.8358
493249307	2.9066	1.5780	2.8971
493249507	2.9522	1.6946	2.9486
493249707	2.9830	1.8165	2.9704
493249907	2.9983	1.9412	2.9938
493250107	2.9978	2.0669	3.0002
493250307	2.9815	2.1916	2.9736
493250507	2.9497	2.3132	2.9422
493250707	2.9029	2.4299	2.8914
493250907	2.8421	2.5393	2.8399
493251107	2.7678	2.6407	2.7601
493251307	2.6813	2.7320	2.6416
493251507	2.5841	2.8117	2.5779
493251707	2.4781	2.8783	2.4684
493251907	2.3642	2.9313	2.3426
493252107	2.2445	2.9697	2.2330
493252307	2.1209	2.9927	2.1065
493252507	1.9959	3.0000	1.9889
493252707	1.8705	2.9916	1.8664
493252907	1.7471	2.9675	1.7471
493253107	1.6277	2.9281	1.6246
493253307	1.5147	2.8743	1.5094
493253507	1.4088	2.8065	1.3982
493253707	1.3123	2.7260	1.3055
493253907	1.2267	2.6340	1.2265
493254107	1.1535	2.5324	1.1459
493254307	1.0934	2.4220	1.0903
493254507	1.0476	2.3049	1.0444
493254707	1.0170	2.1835	1.0105
493254907	1.0017	2.0588	0.9968
493255107	1.0022	1.9331	1.0138
493255307	1.0185	1.8084	1.0146
493255507	1.0502	1.6873	1.0492
493255707	1.0969	1.5706	1.0936
493255907	1.1579	1.4607	1.1508
493256107	1.2322	1.3593	1.2281
493256307	1.3183	1.2684	1.3127
493256507	1.4154	1.1886	1.4046
493256707	1.5219	1.1217	1.5207
493256907	1.6358	1.0687	1.6319
