time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
1078466515	1.4196	1.1857	1.4159
1078466715	1.5264	1.1193	1.5174
1078466915	1.6401	1.0670	1.6343
1078467115	1.7600	1.0292	1.7503
1078467315	1.8837	1.0068	1.8672
1078467515	2.0092	1.0000	2.0026
1078467715	2.1341	1.0090	2.1299
1078467915	2.2573	1.0337	2.2564
1078468115	2.3765	1.0736	2.3757
1078468315	2.4898	1.1282	2.4788
1078468515	2.5949	1.1962	2.5828
1078468715	2.6910	1.2772	2.6787
1078468915	2.7762	1.3696	2.7714
1078469115	2.8492	1.4719	2.8439
1078469315	2.9085	1.5822	2.8930
1078469515	2.9538	1.6995	2.9470
1078469715	2.9839	1.8215	2.9873
1078469915	2.9986	1.9463	2.9978
1078470115	2.9974	2.0720	2.9841
1078470315	2.9805	2.1966	2.9688
1078470515	2.9481	2.3180	2.9382
1078470715	2.9007	2.4345	2.8922
1078470915	2.8393	2.5436	2.8245
1078471115	2.7645	2.6446	2.7568
1078471315	2.6776	2.7354	2.6730
1078471515	2.5804	2.8143	2.5715
1078471715	2.4736	2.8807	2.4716
1078471915	2.3594	2.9332	2.3499
1078472115	2.2395	2.9709	2.2371
1078472315	2.1163	2.9932	2.1154
1078472515	1.9908	3.0000	1.9881
1078472715	1.8654	2.9909	1.8535
1078472915	1.7422	2.9662	1.7302
1078473115	1.6235	2.9264	1.6190
1078473315	1.5102	2.8718	1.5005
1078473515	1.4047	2.8035	1.4006
1078473715	1.3086	2.7225	1.3055
1078473915	1.2238	2.6304	1.2152
1078474115	1.1508	2.5281	1.1475
1078474315	1.0913	2.4174	1.0879
1078474515	1.0461	2.3001	1.0371
1078474715	1.0161	2.1785	1.0097
1078474915	1.0014	2.0537	0.9928
1078475115	1.0026	1.9280	1.0001
1078475315	1.0195	1.8034	0.9832
1078475515	1.0518	1.6824	1.0476
1078475715	1.0991	1.5660	1.0968
1078475915	1.1607	1.4564	1.1564
1078476115	1.2355	1.3554	1.2257
1078476315	1.3220	1.2649	1.3200
1078476515	1.4196	1.1857	1.4143
1078476715	1.5264	1.1193	1.5150
1078476915	1.6401	1.0670	1.6295
1078477115	1.7600	1.0292	1.7527
1078477315	1.8837	1.0068	1.8744
1078477515	2.0092	1.0000	1.9993
1078477715	2.1341	1.0090	2.1251
1078477915	2.2573	1.0337	2.2524
1078478115	2.3765	1.0736	2.3684
1078478315	2.4898	1.1282	2.4885
1078478515	2.5949	1.1962	2.5852
1078478715	2.6910	1.2772	2.6795
1078478915	2.7762	1.3696	2.7738
1078479115	2.8492	1.4719	2.8415
1078479315	2.9085	1.5822	2.9067
1078479515	2.9538	1.6995	2.9462
1078479715	2.9839	1.8215	2.9696
1078479915	2.9986	1.9463	2.9922
1078480115	2.9974	2.0720	2.9833
1078480315	2.9805	2.1966	2.9640
1078480515	2.9481	2.3180	2.9333
1078480715	2.9007	2.4345	2.8874
1078480915	2.8393	2.5436	2.8286
1078481115	2.7645	2.6446	2.7560
1078481315	2.6776	2.7354	2.6690
1078481515	2.5804	2.8143	2.5691
1078481715	2.4736	2.8807	2.4627
1078481915	2.3594	2.9332	2.3547
1078482115	2.2395	2.9709	2.2322
1078482315	2.1163	2.9932	2.1089
1078482515	1.9908	3.0000	1.9792
1078482715	1.8654	2.9909	1.8543
1078482915	1.7422	2.9662	1.7310
1078483115	1.6235	2.9264	1.6149
1078483315	1.5102	2.8718	1.5078
1078483515	1.4047	2.8035	1.3925
1078483715	1.3086	2.7225	1.3039
1078483915	1.2238	2.6304	1.2168
1078484115	1.1508	2.5281	1.1459
1078484315	1.0913	2.4174	1.0839
1078484515	1.0461	2.3001	1.0379
1078484715	1.0161	2.1785	1.0122
1078484915	1.0014	2.0537	0.9952
1078485115	1.0026	1.9280	0.9977
1078485315	1.0195	1.8034	1.0122
1078485515	1.0518	1.6824	1.0444
1078485715	1.0991	1.5660	1.0944
1078485915	1.1607	1.4564	1.1548
1078486115	1.2355	1.3554	1.2297
1078486315	1.3220	1.2649	1.3184
1078486515	1.4196	1.1857	1.3998
1078486715	1.5264	1.1193	1.5158
1078486915	1.6401	1.0670	1.6286
1078487115	1.7600	1.0292	1.7576
1078487315	1.8837	1.0068	1.8712
1078487515	2.0092	1.0000	2.0082
1078487715	2.1341	1.0090	2.1234
1078487915	2.2573	1.0337	2.2484
1078488115	2.3765	1.0736	2.3741
1078488315	2.4898	1.1282	2.4821
1078488515	2.5949	1.1962	2.5933
1078488715	2.6910	1.2772	2.6859
1078488915	2.7762	1.3696	2.7754
1078489115	2.8492	1.4719	2.8447
1078489315	2.9085	1.5822	2.9035
1078489515	2.9538	1.6995	2.9454
1078489715	2.9839	1.8215	2.9777
1078489915	2.9986	1.9463	2.9881
1078490115	2.9974	2.0720	2.9623
1078490315	2.9805	2.1966	2.9696
1078490515	2.9481	2.3180	2.9438
1078490715	2.9007	2.4345	2.8947
1078490915	2.8393	2.5436	2.8366
1078491115	2.7645	2.6446	2.7617
1078491315	2.6776	2.7354	2.6626
1078491515	2.5804	2.8143	2.5667
1078491715	2.4736	2.8807	2.4635
1078491915	2.3594	2.9332	2.3555
1078492115	2.2395	2.9709	2.2314
1078492315	2.1163	2.9932	2.1089
1078492515	1.9908	3.0000	1.9776
1078492715	1.8654	2.9909	1.8623
1078492915	1.7422	2.9662	1.7390
1078493115	1.6235	2.9264	1.6133
1078493315	1.5102	2.8718	1.5062
1078493515	1.4047	2.8035	1.4014
1078493715	1.3086	2.7225	1.3063
1078493915	1.2238	2.6304	1.2136
1078494115	1.1508	2.5281	1.1443
1078494315	1.0913	2.4174	1.0839
1078494515	1.0461	2.3001	1.0363
1078494715	1.0161	2.1785	1.0105
1078494915	1.0014	2.0537	0.9968
1078495115	1.0026	1.9280	0.9960
1078495315	1.0195	1.8034	1.0138
1078495515	1.0518	1.6824	1.0468
1078495715	1.0991	1.5660	1.0952
1078495915	1.1607	1.4564	1.1532
1078496115	1.2355	1.3554	1.2273
1078496315	1.3220	1.2649	1.3224
1078496515	1.4196	1.1857	1.4143
1078496715	1.5264	1.1193	1.5239
1078496915	1.6401	1.0670	1.6311
1078497115	1.7600	1.0292	1.7584
1078497315	1.8837	1.0068	1.8760
1078497515	2.0092	1.0000	2.0090
1078497715	2.1341	1.0090	2.1275
1078497915	2.2573	1.0337	2.2475
1078498115	2.3765	1.0736	2.3596
1078498315	2.4898	1.1282	2.4877
1078498515	2.5949	1.1962	2.5836
1078498715	2.6910	1.2772	2.6787
1078498915	2.7762	1.3696	2.7754
1078499115	2.8492	1.4719	2.8390
1078499315	2.9085	1.5822	2.8987
1078499515	2.9538	1.6995	2.9519
1078499715	2.9839	1.8215	2.9752
1078499915	2.9986	1.9463	2.9986
1078500115	2.9974	2.0720	2.9873
1078500315	2.9805	2.1966	2.9833
1078500515	2.9481	2.3180	2.9438
1078500715	2.9007	2.4345	2.8963
1078500915	2.8393	2.5436	2.8149
1078501115	2.7645	2.6446	2.7528
1078501315	2.6776	2.7354	2.6682
1078501515	2.5804	2.8143	2.5683
1078501715	2.4736	2.8807	2.4651
1078501915	2.3594	2.9332	2.3297
1078502115	2.2395	2.9709	2.2298
1078502315	2.1163	2.9932	2.1073
1078502515	1.9908	3.0000	1.9832
1078502715	1.8654	2.9909	1.8559
1078502915	1.7422	2.9662	1.7141
1078503115	1.6235	2.9264	1.6198
1078503315	1.5102	2.8718	1.5070
1078503515	1.4047	2.8035	1.3933
1078503715	1.3086	2.7225	1.3071
1078503915	1.2238	2.6304	1.2177
1078504115	1.1508	2.5281	1.1500
1078504315	1.0913	2.4174	1.0831
1078504515	1.0461	2.3001	1.0420
1078504715	1.0161	2.1785	1.0130
1078504915	1.0014	2.0537	0.9960
1078505115	1.0026	1.9280	0.9977
1078505315	1.0195	1.8034	1.0001
1078505515	1.0518	1.6824	1.0452
1078505715	1.0991	1.5660	1.0952
1078505915	1.1607	1.4564	1.1572
1078506115	1.2355	1.3554	1.2314
1078506315	1.3220	1.2649	1.3144
1078506515	1.4196	1.1857	1.4159
1078506715	1.5264	1.1193	1.5255
1078506915	1.6401	1.0670	1.6278
1078507115	1.7600	1.0292	1.7350
1078507315	1.8837	1.0068	1.8768
1078507515	2.0092	1.0000	2.0042
1078507715	2.1341	1.0090	2.1242
1078507915	2.2573	1.0337	2.2564
1078508115	2.3765	1.0736	2.3757
1078508315	2.4898	1.1282	2.4788
1078508515	2.5949	1.1962	2.5949
1078508715	2.6910	1.2772	2.6787
1078508915	2.7762	1.3696	2.7689
1078509115	2.8492	1.4719	2.8415
1078509315	2.9085	1.5822	2.8947
1078509515	2.9538	1.6995	2.9495
1078509715	2.9839	1.8215	2.9680
1078509915	2.9986	1.9463	2.9720
1078510115	2.9974	2.0720	2.9914
1078510315	2.9805	2.1966	2.9768
1078510515	2.9481	2.3180	2.9390
1078510715	2.9007	2.4345	2.8922
1078510915	2.8393	2.5436	2.8334
1078511115	2.7645	2.6446	2.7641
1078511315	2.6776	2.7354	2.6722
1078511515	2.5804	2.8143	2.5804
1078511715	2.4736	2.8807	2.4611
1078511915	2.3594	2.9332	2.3459
1078512115	2.2395	2.9709	2.2314
1078512315	2.1163	2.9932	2.1162
1078512515	1.9908	3.0000	1.9808
1078512715	1.8654	2.9909	1.8398
1078512915	1.7422	2.9662	1.7262
1078513115	1.6235	2.9264	1.6174
1078513315	1.5102	2.8718	1.5062
1078513515	1.4047	2.8035	1.3675
1078513715	1.3086	2.7225	1.3007
1078513915	1.2238	2.6304	1.2177
1078514115	1.1508	2.5281	1.1435
1078514315	1.0913	2.4174	1.0815
1078514515	1.0461	2.3001	1.0388
1078514715	1.0161	2.1785	1.0122
1078514915	1.0014	2.0537	0.9944
1078515115	1.0026	1.9280	0.9960
1078515315	1.0195	1.8034	1.0162
1078515515	1.0518	1.6824	1.0468
1078515715	1.0991	1.5660	1.0968
1078515915	1.1607	1.4564	1.1548
1078516115	1.2355	1.3554	1.2297
1078516315	1.3220	1.2649	1.3144
1078516515	1.4196	1.1857	1.4119
1078516715	1.5264	1.1193	1.5207
1078516915	1.6401	1.0670	1.6335
1078517115	1.7600	1.0292	1.7527
1078517315	1.8837	1.0068	1.8752
1078517515	2.0092	1.0000	2.0010
1078517715	2.1341	1.0090	2.1275
1078517915	2.2573	1.0337	2.2508
1078518115	2.3765	1.0736	2.3700
1078518315	2.4898	1.1282	2.4869
1078518515	2.5949	1.1962	2.5804
1078518715	2.6910	1.2772	2.6892
1078518915	2.7762	1.3696	2.7665
1078519115	2.8492	1.4719	2.8407
1078519315	2.9085	1.5822	2.8987
1078519515	2.9538	1.6995	2.9486
1078519715	2.9839	1.8215	2.9817
1078519915	2.9986	1.9463	2.9946
1078520115	2.9974	2.0720	2.9922
1078520315	2.9805	2.1966	2.9736
1078520515	2.9481	2.3180	2.9406
1078520715	2.9007	2.4345	2.8914
1078520915	2.8393	2.5436	2.8358
1078521115	2.7645	2.6446	2.7552
1078521315	2.6776	2.7354	2.6626
1078521515	2.5804	2.8143	2.5707
1078521715	2.4736	2.8807	2.4643
1078521915	2.3594	2.9332	2.3451
1078522115	2.2395	2.9709	2.2290
1078522315	2.1163	2.9932	2.1089
1078522515	1.9908	3.0000	1.9856
1078522715	1.8654	2.9909	1.8567
1078522915	1.7422	2.9662	1.7366
1078523115	1.6235	2.9264	1.6198
1078523315	1.5102	2.8718	1.5021
1078523515	1.4047	2.8035	1.3941
1078523715	1.3086	2.7225	1.3015
1078523915	1.2238	2.6304	1.2160
1078524115	1.1508	2.5281	1.1459
1078524315	1.0913	2.4174	1.0855
1078524515	1.0461	2.3001	1.0396
1078524715	1.0161	2.1785	1.0130
1078524915	1.0014	2.0537	0.9944
1078525115	1.0026	1.9280	1.0009
1078525315	1.0195	1.8034	1.0114
1078525515	1.0518	1.6824	1.0452
1078525715	1.0991	1.5660	1.0944
1078525915	1.1607	1.4564	1.1564
1078526115	1.2355	1.3554	1.2322
1078526315	1.3220	1.2649	1.3152
1078526515	1.4196	1.1857	1.4167
1078526715	1.5264	1.1193	1.5207
1078526915	1.6401	1.0670	1.6391
1078527115	1.7600	1.0292	1.7536
1078527315	1.8837	1.0068	1.8768
1078527515	2.0092	1.0000	1.9985
1078527715	2.1341	1.0090	2.1339
1078527915	2.2573	1.0337	2.2161
1078528115	2.3765	1.0736	2.3741
1078528315	2.4898	1.1282	2.4869
1078528515	2.5949	1.1962	2.5860
1078528715	2.6910	1.2772	2.6819
1078528915	2.7762	1.3696	2.7657
1078529115	2.8492	1.4719	2.8439
1078529315	2.9085	1.5822	2.8922
1078529515	2.9538	1.6995	2.9478
1078529715	2.9839	1.8215	2.9728
1078529915	2.9986	1.9463	2.9905
1078530115	2.9974	2.0720	2.9873
1078530315	2.9805	2.1966	2.9728
1078530515	2.9481	2.3180	2.9374
1078530715	2.9007	2.4345	2.8955
1078530915	2.8393	2.5436	2.8318
1078531115	2.7645	2.6446	2.7560
1078531315	2.6776	2.7354	2.6730
1078531515	2.5804	2.8143	2.5667
1078531715	2.4736	2.8807	2.4675
1078531915	2.3594	2.9332	2.3571
1078532115	2.2395	2.9709	2.2330
1078532315	2.1163	2.9932	2.1105
1078532515	1.9908	3.0000	1.9864
1078532715	1.8654	2.9909	1.8567
1078532915	1.7422	2.9662	1.7326
1078533115	1.6235	2.9264	1.6174
1078533315	1.5102	2.8718	1.5053
1078533515	1.4047	2.8035	1.4022
1078533715	1.3086	2.7225	1.3007
1078533915	1.2238	2.6304	1.2185
1078534115	1.1508	2.5281	1.1475
1078534315	1.0913	2.4174	1.0807
1078534515	1.0461	2.3001	1.0404
1078534715	1.0161	2.1785	1.0089
1078534915	1.0014	2.0537	0.9952
1078535115	1.0026	1.9280	0.9968
1078535315	1.0195	1.8034	1.0130
1078535515	1.0518	1.6824	1.0492
1078535715	1.0991	1.5660	1.0944
1078535915	1.1607	1.4564	1.1596
1078536115	1.2355	1.3554	1.2273
1078536315	1.3220	1.2649	1.3200
1078536515	1.4196	1.1857	1.4127
1078536715	1.5264	1.1193	1.5223
1078536915	1.6401	1.0670	1.6295
1078537115	1.7600	1.0292	1.7544
1078537315	1.8837	1.0068	1.8704
1078537515	2.0092	1.0000	2.0050
1078537715	2.1341	1.0090	2.1339
1078537915	2.2573	1.0337	2.2516
1078538115	2.3765	1.0736	2.3741
1078538315	2.4898	1.1282	2.4780
1078538515	2.5949	1.1962	2.5844
1078538715	2.6910	1.2772	2.6779
1078538915	2.7762	1.3696	2.7705
1078539115	2.8492	1.4719	2.8366
1078539315	2.9085	1.5822	2.8721
1078539515	2.9538	1.6995	2.9438
1078539715	2.9839	1.8215	2.9785
1078539915	2.9986	1.9463	2.9986
1078540115	2.9974	2.0720	2.9865
1078540315	2.9805	2.1966	2.9752
1078540515	2.9481	2.3180	2.9341
1078540715	2.9007	2.4345	2.8898
1078540915	2.8393	2.5436	2.8318
1078541115	2.7645	2.6446	2.7319
1078541315	2.6776	2.7354	2.6497
1078541515	2.5804	2.8143	2.5723
1078541715	2.4736	2.8807	2.4675
1078541915	2.3594	2.9332	2.3507
1078542115	2.2395	2.9709	2.2355
1078542315	2.1163	2.9932	2.1154
1078542515	1.9908	3.0000	1.9687
1078542715	1.8654	2.9909	1.8551
1078542915	1.7422	2.9662	1.7382
1078543115	1.6235	2.9264	1.6166
1078543315	1.5102	2.8718	1.4997
1078543515	1.4047	2.8035	1.3675
1078543715	1.3086	2.7225	1.3023
1078543915	1.2238	2.6304	1.2193
1078544115	1.1508	2.5281	1.1419
1078544315	1.0913	2.4174	1.0863
1078544515	1.0461	2.3001	1.0363
1078544715	1.0161	2.1785	1.0122
1078544915	1.0014	2.0537	0.9960
1078545115	1.0026	1.9280	0.9735
1078545315	1.0195	1.8034	1.0122
1078545515	1.0518	1.6824	1.0484
1078545715	1.0991	1.5660	1.0944
1078545915	1.1607	1.4564	1.1516
1078546115	1.2355	1.3554	1.2265
1078546315	1.3220	1.2649	1.3184
1078546515	1.4196	1.1857	1.4127
1078546715	1.5264	1.1193	1.5126
1078546915	1.6401	1.0670	1.6295
1078547115	1.7600	1.0292	1.7552
