time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
1332742307	2.1209	2.9927	2.1081
1332742507	1.9959	3.0000	1.9953
1332742707	1.8705	2.9916	1.8599
1332742907	1.7471	2.9675	1.7415
1332743107	1.6277	2.9281	1.6270
1332743307	1.5147	2.8743	1.5142
1332743507	1.4088	2.8065	1.4030
1332743707	1.3123	2.7260	1.3031
1332743907	1.2267	2.6340	1.2185
1332744107	1.1535	2.5324	1.1467
1332744307	1.0934	2.4220	1.0936
1332744507	1.0476	2.3049	1.0428
1332744707	1.0170	2.1835	1.0122
1332744907	1.0017	2.0588	1.0001
1332745107	1.0022	1.9331	0.9993
1332745307	1.0185	1.8084	1.0146
1332745507	1.0502	1.6873	1.0428
1332745707	1.0969	1.5706	1.0637
1332745907	1.1579	1.4607	1.1516
1332746107	1.2322	1.3593	1.2322
1332746307	1.3183	1.2684	1.3144
1332746507	1.4154	1.1886	1.4127
1332746707	1.5219	1.1217	1.5158
1332746907	1.6358	1.0687	1.6319
1332747107	1.7550	1.0305	1.7463
1332747307	1.8786	1.0074	1.8736
1332747507	2.0041	1.0000	2.0010
1332747707	2.1295	1.0084	2.1210
1332747907	2.2524	1.0324	2.2338
1332748107	2.3718	1.0717	2.3636
1332748307	2.4853	1.1257	2.4861
1332748507	2.5912	1.1935	2.5812
1332748707	2.6873	1.2736	2.6924
1332748907	2.7730	1.3656	2.7722
1332749107	2.8465	1.4676	2.8350
1332749307	2.9066	1.5780	2.9011
1332749507	2.9522	1.6946	2.9398
1332749707	2.9830	1.8165	2.9833
1332749907	2.9983	1.9412	2.9914
1332750107	2.9978	2.0669	2.9849
1332750307	2.9815	2.1916	2.9720
1332750507	2.9497	2.3132	2.9374
1332750707	2.9029	2.4299	2.8971
1332750907	2.8421	2.5393	2.8350
1332751107	2.7678	2.6407	2.7601
1332751307	2.6813	2.7320	2.6658
1332751507	2.5841	2.8117	2.5763
1332751707	2.4781	2.8783	2.4635
1332751907	2.3642	2.9313	2.3668
1332752107	2.2445	2.9697	2.2459
1332752307	2.1209	2.9927	2.1114
1332752507	1.9959	3.0000	1.9873
1332752707	1.8705	2.9916	1.8607
1332752907	1.7471	2.9675	1.7431
1332753107	1.6277	2.9281	1.6222
1332753307	1.5147	2.8743	1.5142
1332753507	1.4088	2.8065	1.3998
1332753707	1.3123	2.7260	1.3103
1332753907	1.2267	2.6340	1.2193
1332754107	1.1535	2.5324	1.1492
1332754307	1.0934	2.4220	1.0879
1332754507	1.0476	2.3049	1.0460
1332754707	1.0170	2.1835	1.0097
1332754907	1.0017	2.0588	0.9960
1332755107	1.0022	1.9331	0.9968
1332755307	1.0185	1.8084	1.0138
1332755507	1.0502	1.6873	1.0500
1332755707	1.0969	1.5706	1.0936
1332755907	1.1579	1.4607	1.1564
1332756107	1.2322	1.3593	1.2257
1332756307	1.3183	1.2684	1.3095
1332756507	1.4154	1.1886	1.4127
1332756707	1.5219	1.1217	1.4957
1332756907	1.6358	1.0687	1.6037
1332757107	1.7550	1.0305	1.7479
1332757307	1.8786	1.0074	1.8752
1332757507	2.0041	1.0000	1.9929
1332757707	2.1295	1.0084	2.1202
1332757907	2.2524	1.0324	2.2419
1332758107	2.3718	1.0717	2.3563
1332758307	2.4853	1.1257	2.4748
1332758507	2.5912	1.1935	2.5812
1332758707	2.6873	1.2736	2.6835
1332758907	2.7730	1.3656	2.7657
1332759107	2.8465	1.4676	2.8366
1332759307	2.9066	1.5780	2.8906
1332759507	2.9522	1.6946	2.9406
1332759707	2.9830	1.8165	2.9777
1332759907	2.9983	1.9412	2.9833
1332760107	2.9978	2.0669	2.9905
1332760307	2.9815	2.1916	2.9744
1332760507	2.9497	2.3132	2.9374
1332760707	2.9029	2.4299	2.8914
1332760907	2.8421	2.5393	2.8350
1332761107	2.7678	2.6407	2.7560
1332761307	2.6813	2.7320	2.6771
1332761507	2.5841	2.8117	2.5812
1332761707	2.4781	2.8783	2.4700
1332761907	2.3642	2.9313	2.3588
1332762107	2.2445	2.9697	2.2371
1332762307	2.1209	2.9927	2.1122
1332762507	1.9959	3.0000	1.9897
1332762707	1.8705	2.9916	1.8382
1332762907	1.7471	2.9675	1.7463
1332763107	1.6277	2.9281	1.6166
1332763307	1.5147	2.8743	1.5102
1332763507	1.4088	2.8065	1.4086
1332763707	1.3123	2.7260	1.3095
1332763907	1.2267	2.6340	1.2193
1332764107	1.1535	2.5324	1.1516
1332764307	1.0934	2.4220	1.0903
1332764507	1.0476	2.3049	1.0468
1332764707	1.0170	2.1835	1.0122
1332764907	1.0017	2.0588	0.9960
1332765107	1.0022	1.9331	0.9960
1332765307	1.0185	1.8084	1.0105
1332765507	1.0502	1.6873	1.0420
1332765707	1.0969	1.5706	1.0903
1332765907	1.1579	1.4607	1.1524
1332766107	1.2322	1.3593	1.2273
1332766307	1.3183	1.2684	1.3136
1332766507	1.4154	1.1886	1.4111
1332766707	1.5219	1.1217	1.5190
1332766907	1.6358	1.0687	1.6335
1332767107	1.7550	1.0305	1.7487
1332767307	1.8786	1.0074	1.8712
1332767507	2.0041	1.0000	1.9985
1332767707	2.1295	1.0084	2.1259
1332767907	2.2524	1.0324	2.2451
1332768107	2.3718	1.0717	2.3660
1332768307	2.4853	1.1257	2.4716
1332768507	2.5912	1.1935	2.5788
1332768707	2.6873	1.2736	2.6730
1332768907	2.7730	1.3656	2.7689
1332769107	2.8465	1.4676	2.8399
1332769307	2.9066	1.5780	2.8793
1332769507	2.9522	1.6946	2.9462
1332769707	2.9830	1.8165	2.9793
1332769907	2.9983	1.9412	2.9889
1332770107	2.9978	2.0669	2.9930
1332770307	2.9815	2.1916	2.9752
1332770507	2.9497	2.3132	2.9446
1332770707	2.9029	2.4299	2.8955
1332770907	2.8421	2.5393	2.8374
1332771107	2.7678	2.6407	2.7552
1332771307	2.6813	2.7320	2.6690
1332771507	2.5841	2.8117	2.5715
1332771707	2.4781	2.8783	2.4724
1332771907	2.3642	2.9313	2.3523
1332772107	2.2445	2.9697	2.2427
1332772307	2.1209	2.9927	2.1089
1332772507	1.9959	3.0000	1.9897
1332772707	1.8705	2.9916	1.8623
1332772907	1.7471	2.9675	1.7439
1332773107	1.6277	2.9281	1.6214
1332773307	1.5147	2.8743	1.5102
1332773507	1.4088	2.8065	1.4070
1332773707	1.3123	2.7260	1.3071
1332773907	1.2267	2.6340	1.2185
1332774107	1.1535	2.5324	1.1556
1332774307	1.0934	2.4220	1.0879
1332774507	1.0476	2.3049	1.0468
1332774707	1.0170	2.1835	1.0089
1332774907	1.0017	2.0588	0.9993
1332775107	1.0022	1.9331	0.9968
1332775307	1.0185	1.8084	1.0105
1332775507	1.0502	1.6873	1.0500
1332775707	1.0969	1.5706	1.0879
1332775907	1.1579	1.4607	1.1548
1332776107	1.2322	1.3593	1.2289
1332776307	1.3183	1.2684	1.3144
1332776507	1.4154	1.1886	1.4062
1332776707	1.5219	1.1217	1.5150
1332776907	1.6358	1.0687	1.6303
1332777107	1.7550	1.0305	1.7463
1332777307	1.8786	1.0074	1.8583
1332777507	2.0041	1.0000	2.0001
1332777707	2.1295	1.0084	2.1259
1332777907	2.2524	1.0324	2.2419
1332778107	2.3718	1.0717	2.3620
1332778307	2.4853	1.1257	2.4772
1332778507	2.5912	1.1935	2.5852
1332778707	2.6873	1.2736	2.6714
1332778907	2.7730	1.3656	2.7657
1332779107	2.8465	1.4676	2.8342
1332779307	2.9066	1.5780	2.9019
1332779507	2.9522	1.6946	2.9438
1332779707	2.9830	1.8165	2.9801
1332779907	2.9983	1.9412	2.9817
1332780107	2.9978	2.0669	2.9857
1332780307	2.9815	2.1916	2.9777
1332780507	2.9497	2.3132	2.9406
1332780707	2.9029	2.4299	2.8938
1332780907	2.8421	2.5393	2.8270
1332781107	2.7678	2.6407	2.7633
1332781307	2.6813	2.7320	2.6779
1332781507	2.5841	2.8117	2.5755
1332781707	2.4781	2.8783	2.4627
1332781907	2.3642	2.9313	2.3523
1332782107	2.2445	2.9697	2.2338
1332782307	2.1209	2.9927	2.1226
1332782507	1.9959	3.0000	1.9953
1332782707	1.8705	2.9916	1.8640
1332782907	1.7471	2.9675	1.7141
1332783107	1.6277	2.9281	1.6278
1332783307	1.5147	2.8743	1.5102
1332783507	1.4088	2.8065	1.4086
1332783707	1.3123	2.7260	1.3039
1332783907	1.2267	2.6340	1.1943
1332784107	1.1535	2.5324	1.1492
1332784307	1.0934	2.4220	1.0919
1332784507	1.0476	2.3049	1.0468
1332784707	1.0170	2.1835	1.0097
1332784907	1.0017	2.0588	0.9662
1332785107	1.0022	1.9331	0.9993
1332785307	1.0185	1.8084	1.0017
1332785507	1.0502	1.6873	1.0299
1332785707	1.0969	1.5706	1.0936
1332785907	1.1579	1.4607	1.1500
1332786107	1.2322	1.3593	1.2193
1332786307	1.3183	1.2684	1.3127
1332786507	1.4154	1.1886	1.4111
1332786707	1.5219	1.1217	1.5182
1332786907	1.6358	1.0687	1.6270
1332787107	1.7550	1.0305	1.7495
1332787307	1.8786	1.0074	1.8744
1332787507	2.0041	1.0000	1.9977
1332787707	2.1295	1.0084	2.1210
1332787907	2.2524	1.0324	2.2475
1332788107	2.3718	1.0717	2.3596
1332788307	2.4853	1.1257	2.4788
1332788507	2.5912	1.1935	2.5844
1332788707	2.6873	1.2736	2.6803
1332788907	2.7730	1.3656	2.7705
1332789107	2.8465	1.4676	2.8334
1332789307	2.9066	1.5780	2.8568
1332789507	2.9522	1.6946	2.9478
1332789707	2.9830	1.8165	2.9768
1332789907	2.9983	1.9412	2.9905
1332790107	2.9978	2.0669	2.9841
1332790307	2.9815	2.1916	2.9752
1332790507	2.9497	2.3132	2.9374
1332790707	2.9029	2.4299	2.8914
1332790907	2.8421	2.5393	2.8262
1332791107	2.7678	2.6407	2.7673
1332791307	2.6813	2.7320	2.6747
1332791507	2.5841	2.8117	2.5796
1332791707	2.4781	2.8783	2.4708
1332791907	2.3642	2.9313	2.3628
1332792107	2.2445	2.9697	2.2435
1332792307	2.1209	2.9927	2.1162
1332792507	1.9959	3.0000	1.9856
1332792707	1.8705	2.9916	1.8615
1332792907	1.7471	2.9675	1.7439
1332793107	1.6277	2.9281	1.6166
1332793307	1.5147	2.8743	1.5070
1332793507	1.4088	2.8065	1.4006
1332793707	1.3123	2.7260	1.2878
1332793907	1.2267	2.6340	1.2201
1332794107	1.1535	2.5324	1.1459
1332794307	1.0934	2.4220	1.0944
1332794507	1.0476	2.3049	1.0404
1332794707	1.0170	2.1835	1.0146
1332794907	1.0017	2.0588	0.9993
1332795107	1.0022	1.9331	0.9960
1332795307	1.0185	1.8084	1.0122
1332795507	1.0502	1.6873	1.0436
1332795707	1.0969	1.5706	1.0944
1332795907	1.1579	1.4607	1.1548
1332796107	1.2322	1.3593	1.2314
1332796307	1.3183	1.2684	1.3160
1332796507	1.4154	1.1886	1.4111
1332796707	1.5219	1.1217	1.5215
1332796907	1.6358	1.0687	1.6295
1332797107	1.7550	1.0305	1.7479
1332797307	1.8786	1.0074	1.8664
1332797507	2.0041	1.0000	2.0018
1332797707	2.1295	1.0084	2.1259
1332797907	2.2524	1.0324	2.2314
1332798107	2.3718	1.0717	2.3660
1332798307	2.4853	1.1257	2.4708
1332798507	2.5912	1.1935	2.5804
1332798707	2.6873	1.2736	2.6763
1332798907	2.7730	1.3656	2.7641
1332799107	2.8465	1.4676	2.8326
1332799307	2.9066	1.5780	2.8979
1332799507	2.9522	1.6946	2.9406
1332799707	2.9830	1.8165	2.9768
1332799907	2.9983	1.9412	2.9841
1332800107	2.9978	2.0669	2.9922
1332800307	2.9815	2.1916	2.9366
1332800507	2.9497	2.3132	2.9349
1332800707	2.9029	2.4299	2.9003
1332800907	2.8421	2.5393	2.8270
1332801107	2.7678	2.6407	2.7464
1332801307	2.6813	2.7320	2.6585
1332801507	2.5841	2.8117	2.5747
1332801707	2.4781	2.8783	2.4692
1332801907	2.3642	2.9313	2.3499
1332802107	2.2445	2.9697	2.2427
1332802307	2.1209	2.9927	2.1146
1332802507	1.9959	3.0000	1.9913
1332802707	1.8705	2.9916	1.8672
1332802907	1.7471	2.9675	1.7382
1332803107	1.6277	2.9281	1.6214
1332803307	1.5147	2.8743	1.5094
1332803507	1.4088	2.8065	1.4062
1332803707	1.3123	2.7260	1.3055
1332803907	1.2267	2.6340	1.1919
1332804107	1.1535	2.5324	1.1524
1332804307	1.0934	2.4220	1.0855
1332804507	1.0476	2.3049	1.0436
1332804707	1.0170	2.1835	1.0130
1332804907	1.0017	2.0588	0.9968
1332805107	1.0022	1.9331	0.9960
1332805307	1.0185	1.8084	1.0162
1332805507	1.0502	1.6873	1.0500
1332805707	1.0969	1.5706	1.0903
1332805907	1.1579	1.4607	1.1580
1332806107	1.2322	1.3593	1.2281
1332806307	1.3183	1.2684	1.3152
1332806507	1.4154	1.1886	1.4135
1332806707	1.5219	1.1217	1.5182
1332806907	1.6358	1.0687	1.6262
1332807107	1.7550	1.0305	1.7423
1332807307	1.8786	1.0074	1.8736
1332807507	2.0041	1.0000	1.9945
1332807707	2.1295	1.0084	2.1283
1332807907	2.2524	1.0324	2.2556
1332808107	2.3718	1.0717	2.3579
1332808307	2.4853	1.1257	2.4764
1332808507	2.5912	1.1935	2.5739
1332808707	2.6873	1.2736	2.6763
1332808907	2.7730	1.3656	2.7689
1335570507	2.9497	2.3132	2.9462
1335570707	2.9029	2.4299	2.8930
1335570907	2.8421	2.5393	2.8366
1335571107	2.7678	2.6407	2.7649
1335571307	2.6813	2.7320	2.6714
1335571507	2.5841	2.8117	2.5747
1335571707	2.4781	2.8783	2.4619
1335571907	2.3642	2.9313	2.3539
1335572107	2.2445	2.9697	2.2395
1335572307	2.1209	2.9927	2.1097
1335572507	1.9959	3.0000	1.9921
1335572707	1.8705	2.9916	1.8607
1335572907	1.7471	2.9675	1.7390
1335573107	1.6277	2.9281	1.6198
1335573307	1.5147	2.8743	1.5094
1335573507	1.4088	2.8065	1.4054
1335573707	1.3123	2.7260	1.3087
1335573907	1.2267	2.6340	1.2168
1335574107	1.1535	2.5324	1.1508
1335574307	1.0934	2.4220	1.0879
1335574507	1.0476	2.3049	1.0436
1335574707	1.0170	2.1835	1.0105
1335574907	1.0017	2.0588	0.9985
1335575107	1.0022	1.9331	1.0073
1335575307	1.0185	1.8084	1.0138
1335575507	1.0502	1.6873	1.0452
1335575707	1.0969	1.5706	1.0895
1335575907	1.1579	1.4607	1.1564
1335576107	1.2322	1.3593	1.2257
1335576307	1.3183	1.2684	1.3103
1335576507	1.4154	1.1886	1.4119
1335576707	1.5219	1.1217	1.5190
1335576907	1.6358	1.0687	1.6270
1335577107	1.7550	1.0305	1.7487
1335577307	1.8786	1.0074	1.8648
1335577507	2.0041	1.0000	1.9921
1335577707	2.1295	1.0084	2.1267
1335577907	2.2524	1.0324	2.2395
1335578107	2.3718	1.0717	2.3700
1335578307	2.4853	1.1257	2.4821
1335578507	2.5912	1.1935	2.5812
1335578707	2.6873	1.2736	2.6779
1335578907	2.7730	1.3656	2.7697
1335579107	2.8465	1.4676	2.8382
1335579307	2.9066	1.5780	2.8987
1335579507	2.9522	1.6946	2.9333
1335579707	2.9830	1.8165	2.9809
1335579907	2.9983	1.9412	2.9930
1335580107	2.9978	2.0669	2.9833
1335580307	2.9815	2.1916	2.9672
1335580507	2.9497	2.3132	2.9366
1335580707	2.9029	2.4299	2.8930
1335580907	2.8421	2.5393	2.8294
1335581107	2.7678	2.6407	2.7633
1335581307	2.6813	2.7320	2.6714
1335581507	2.5841	2.8117	2.5755
1335581707	2.4781	2.8783	2.4482
1335581907	2.3642	2.9313	2.3620
1335582107	2.2445	2.9697	2.2411
1335582307	2.1209	2.9927	2.1146
1335582507	1.9959	3.0000	1.9905
1335582707	1.8705	2.9916	1.8543
1335582907	1.7471	2.9675	1.7382
1335583107	1.6277	2.9281	1.6238
1335583307	1.5147	2.8743	1.5086
1335583507	1.4088	2.8065	1.4022
1335583707	1.3123	2.7260	1.3087
1335583907	1.2267	2.6340	1.2193
1335584107	1.1535	2.5324	1.1363
1335584307	1.0934	2.4220	1.0855
1335584507	1.0476	2.3049	1.0251
1335584707	1.0170	2.1835	1.0097
1335584907	1.0017	2.0588	0.9993
1335585107	1.0022	1.9331	0.9977
1335585307	1.0185	1.8084	1.0114
1335585507	1.0502	1.6873	1.0460
1335585707	1.0969	1.5706	1.0887
1335585907	1.1579	1.4607	1.1371
1335586107	1.2322	1.3593	1.2249
1335586307	1.3183	1.2684	1.3095
1335586507	1.4154	1.1886	1.4078
1335586707	1.5219	1.1217	1.5190
1335586907	1.6358	1.0687	1.6343
1335587107	1.7550	1.0305	1.7495
1335587307	1.8786	1.0074	1.8680
1335587507	2.0041	1.0000	1.9961
1335587707	2.1295	1.0084	2.1259
1335587907	2.2524	1.0324	2.2395
1335588107	2.3718	1.0717	2.3692
1335588307	2.4853	1.1257	2.4732
1335588507	2.5912	1.1935	2.5796
1335588707	2.6873	1.2736	2.6811
1335588907	2.7730	1.3656	2.7633
1335589107	2.8465	1.4676	2.8374
1335589307	2.9066	1.5780	2.8850
1335589507	2.9522	1.6946	2.9454
1335589707	2.9830	1.8165	2.9406
1335589907	2.9983	1.9412	2.9938
1335590107	2.9978	2.0669	2.9946
1335590307	2.9815	2.1916	2.9760
1335590507	2.9497	2.3132	2.9438
1335590707	2.9029	2.4299	2.8938
1335590907	2.8421	2.5393	2.8399
1335591107	2.7678	2.6407	2.7577
1335591307	2.6813	2.7320	2.6698
1335591507	2.5841	2.8117	2.5642
1335591707	2.4781	2.8783	2.4708
1335591907	2.3642	2.9313	2.3515
1335592107	2.2445	2.9697	2.2363
1335592307	2.1209	2.9927	2.1057
1335592507	1.9959	3.0000	1.9873
1335592707	1.8705	2.9916	1.8648
1335592907	1.7471	2.9675	1.7439
1335593107	1.6277	2.9281	1.6190
1335593307	1.5147	2.8743	1.5150
1335593507	1.4088	2.8065	1.4070
1335593707	1.3123	2.7260	1.3095
1335593907	1.2267	2.6340	1.2217
1335594107	1.1535	2.5324	1.1459
1335594307	1.0934	2.4220	1.0879
1335594507	1.0476	2.3049	1.0420
1335594707	1.0170	2.1835	1.0081
1335594907	1.0017	2.0588	0.9977
1335595107	1.0022	1.9331	0.9968
1335595307	1.0185	1.8084	1.0138
1335595507	1.0502	1.6873	1.0242
1335595707	1.0969	1.5706	1.0903
1335595907	1.1579	1.4607	1.1540
1335596107	1.2322	1.3593	1.2265
1335596307	1.3183	1.2684	1.3208
1335596507	1.4154	1.1886	1.4143
1335596707	1.5219	1.1217	1.5199
1335596907	1.6358	1.0687	1.6278
1335597107	1.7550	1.0305	1.7487
1335597307	1.8786	1.0074	1.8704
1335597507	2.0041	1.0000	1.9929
1335597707	2.1295	1.0084	2.1170
1335597907	2.2524	1.0324	2.2395
1335598107	2.3718	1.0717	2.3281
1335598307	2.4853	1.1257	2.4708
1335598507	2.5912	1.1935	2.5868
1335598707	2.6873	1.2736	2.6827
1335598907	2.7730	1.3656	2.7617
1335599107	2.8465	1.4676	2.8334
1335599307	2.9066	1.5780	2.9019
1335599507	2.9522	1.6946	2.9446
1335599707	2.9830	1.8165	2.9785
1335599907	2.9983	1.9412	2.9905
1335600107	2.9978	2.0669	2.9809
1335600307	2.9815	2.1916	2.9648
1335600507	2.9497	2.3132	2.9374
1335600707	2.9029	2.4299	2.8971
1335600907	2.8421	2.5393	2.8326
1335601107	2.7678	2.6407	2.7585
1335601307	2.6813	2.7320	2.6682
1335601507	2.5841	2.8117	2.5707
1335601707	2.4781	2.8783	2.4724
1335601907	2.3642	2.9313	2.3523
1335602107	2.2445	2.9697	2.2387
1335602307	2.1209	2.9927	2.1210
1335602507	1.9959	3.0000	1.9856
1335602707	1.8705	2.9916	1.8446
1335602907	1.7471	2.9675	1.7366
1335603107	1.6277	2.9281	1.6206
1335603307	1.5147	2.8743	1.5102
1335603507	1.4088	2.8065	1.4022
1335603707	1.3123	2.7260	1.3087
1335603907	1.2267	2.6340	1.2201
1335604107	1.1535	2.5324	1.1532
1335604307	1.0934	2.4220	1.0895
1335604507	1.0476	2.3049	1.0460
1335604707	1.0170	2.1835	1.0089
1335604907	1.0017	2.0588	0.9968
1335605107	1.0022	1.9331	1.0009
1335605307	1.0185	1.8084	1.0154
1335605507	1.0502	1.6873	1.0484
1335605707	1.0969	1.5706	1.0927
1335605907	1.1579	1.4607	1.1524
1335606107	1.2322	1.3593	1.2217
1335606307	1.3183	1.2684	1.3144
1335606507	1.4154	1.1886	1.4046
1335606707	1.5219	1.1217	1.5207
1335606907	1.6358	1.0687	1.6303
1335607107	1.7550	1.0305	1.7294
1335607307	1.8786	1.0074	1.8656
1335607507	2.0041	1.0000	1.9953
1335607707	2.1295	1.0084	2.0912
1335607907	2.2524	1.0324	2.2475
1335608107	2.3718	1.0717	2.3588
1335608307	2.4853	1.1257	2.4764
1335608507	2.5912	1.1935	2.5852
1335608707	2.6873	1.2736	2.6747
1335608907	2.7730	1.3656	2.7714
1335609107	2.8465	1.4676	2.8447
1335609307	2.9066	1.5780	2.8938
1335609507	2.9522	1.6946	2.9495
1335609707	2.9830	1.8165	2.9785
1335609907	2.9983	1.9412	2.9914
1335610107	2.9978	2.0669	2.9930
1335610307	2.9815	2.1916	2.9615
1335610507	2.9497	2.3132	2.9446
1335610707	2.9029	2.4299	2.8898
1335610907	2.8421	2.5393	2.8342
1335611107	2.7678	2.6407	2.7673
1335611307	2.6813	2.7320	2.6738
1335611507	2.5841	2.8117	2.5828
1335611707	2.4781	2.8783	2.4748
1335611907	2.3642	2.9313	2.3596
1335612107	2.2445	2.9697	2.2411
1335612307	2.1209	2.9927	2.1105
1335612507	1.9959	3.0000	1.9953
1335612707	1.8705	2.9916	1.8607
1335612907	1.7471	2.9675	1.7447
1335613107	1.6277	2.9281	1.6206
1335613307	1.5147	2.8743	1.5094
1335613507	1.4088	2.8065	1.4046
1335613707	1.3123	2.7260	1.3087
1335613907	1.2267	2.6340	1.1903
1335614107	1.1535	2.5324	1.1492
1335614307	1.0934	2.4220	1.0895
1335614507	1.0476	2.3049	1.0460
1335614707	1.0170	2.1835	1.0138
1335614907	1.0017	2.0588	0.9880
1335615107	1.0022	1.9331	0.9944
1335615307	1.0185	1.8084	1.0114
1335615507	1.0502	1.6873	1.0492
1335615707	1.0969	1.5706	1.0968
1335615907	1.1579	1.4607	1.1500
1335616107	1.2322	1.3593	1.2281
1335616307	1.3183	1.2684	1.3119
1335616507	1.4154	1.1886	1.4111
1335616707	1.5219	1.1217	1.5223
1335616907	1.6358	1.0687	1.6311
1335617107	1.7550	1.0305	1.7415
1335617307	1.8786	1.0074	1.8752
1335617507	2.0041	1.0000	1.9953
1335617707	2.1295	1.0084	2.1194
1335617907	2.2524	1.0324	2.2459
1335618107	2.3718	1.0717	2.3628
1335618307	2.4853	1.1257	2.4740
1335618507	2.5912	1.1935	2.5699
1335618707	2.6873	1.2736	2.6755
1335618907	2.7730	1.3656	2.7633
1335619107	2.8465	1.4676	2.8471
1335619307	2.9066	1.5780	2.8793
1335619507	2.9522	1.6946	2.9366
1335619707	2.9830	1.8165	2.9736
1335619907	2.9983	1.9412	2.9889
1335620107	2.9978	2.0669	2.9914
1335620307	2.9815	2.1916	2.9760
1335620507	2.9497	2.3132	2.9430
1335620707	2.9029	2.4299	2.8930
1335620907	2.8421	2.5393	2.8399
1335621107	2.7678	2.6407	2.7593
1335621307	2.6813	2.7320	2.6601
1335621507	2.5841	2.8117	2.5699
1335621707	2.4781	2.8783	2.4700
1335621907	2.3642	2.9313	2.3620
1335622107	2.2445	2.9697	2.2355
1335622307	2.1209	2.9927	2.1105
1335622507	1.9959	3.0000	1.9889
1335622707	1.8705	2.9916	1.8567
1335622907	1.7471	2.9675	1.7390
1335623107	1.6277	2.9281	1.6230
1335623307	1.5147	2.8743	1.5110
1335623507	1.4088	2.8065	1.3990
1335623707	1.3123	2.7260	1.3039
1335623907	1.2267	2.6340	1.2217
1335624107	1.1535	2.5324	1.1129
1335624307	1.0934	2.4220	1.0887
1335624507	1.0476	2.3049	1.0388
1335624707	1.0170	2.1835	1.0130
1335624907	1.0017	2.0588	1.0041
1335625107	1.0022	1.9331	0.9977
1335625307	1.0185	1.8084	1.0138
1335625507	1.0502	1.6873	1.0460
1335625707	1.0969	1.5706	1.0887
1335625907	1.1579	1.4607	1.1524
1335626107	1.2322	1.3593	1.2241
1335626307	1.3183	1.2684	1.3127
1335626507	1.4154	1.1886	1.4062
1335626707	1.5219	1.1217	1.5182
1335626907	1.6358	1.0687	1.6311
1335627107	1.7550	1.0305	1.7471
1335627307	1.8786	1.0074	1.8720
1335627507	2.0041	1.0000	1.9977
1335627707	2.1295	1.0084	2.1283
1335627907	2.2524	1.0324	2.2443
1335628107	2.3718	1.0717	2.3660
1335628307	2.4853	1.1257	2.4740
1335628507	2.5912	1.1935	2.5804
1335628707	2.6873	1.2736	2.6803
1335628907	2.7730	1.3656	2.7657
1335629107	2.8465	1.4676	2.8382
1335629307	2.9066	1.5780	2.8930
1335629507	2.9522	1.6946	2.9366
