time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
321194681	1.0200	2.1991	1.0122
321194881	1.0028	2.0751	0.9952
321195081	1.0013	1.9494	1.0097
321195281	1.0155	1.8245	1.0114
321195481	1.0453	1.7024	1.0420
321195681	1.0900	1.5854	1.0670
321195881	1.1492	1.4745	1.1467
321196081	1.2218	1.3720	1.2193
321196281	1.3064	1.2796	1.3015
321196481	1.4022	1.1983	1.3949
321196681	1.5075	1.1297	1.5013
321196881	1.6206	1.0748	1.6149
321197081	1.7392	1.0346	1.7302
321197281	1.8624	1.0095	1.8527
321197481	1.9877	1.0001	1.9824
321197681	2.1133	1.0064	2.1017
321197881	2.2365	1.0284	2.2371
321198081	2.3566	1.0657	2.3434
321198281	2.4709	1.1178	2.4635
321198481	2.5779	1.1839	2.5699
321198681	2.6753	1.2625	2.6529
321198881	2.7625	1.3530	2.7560
321199081	2.8377	1.4538	2.8270
321199281	2.8996	1.5632	2.8963
321199481	2.9471	1.6790	2.9382
321199681	2.9799	1.8004	2.9760
321199881	2.9972	1.9249	2.9857
321200081	2.9987	2.0511	2.9914
321200281	2.9845	2.1755	2.9817
321200481	2.9547	2.2976	2.9470
321200681	2.9098	2.4150	2.8947
321200881	2.8508	2.5255	2.8415
321201081	2.7782	2.6280	2.7770
321201281	2.6932	2.7207	2.6932
321201481	2.5973	2.8020	2.5900
321201681	2.4925	2.8703	2.4909
321201881	2.3794	2.9252	2.3692
321202081	2.2603	2.9655	2.2508
321202281	2.1371	2.9906	2.1267
321202481	2.0123	2.9999	2.0106
321202681	1.8867	2.9936	1.8744
321202881	1.7630	2.9715	1.7632
321203081	1.6430	2.9341	1.6303
321203281	1.5291	2.8822	1.5263
321203481	1.4221	2.8161	1.4111
321203681	1.3243	2.7372	1.3176
321203881	1.2371	2.6466	1.2346
321204081	1.1623	2.5462	1.1548
321204281	1.1004	2.4368	1.0968
321204481	1.0527	2.3205	1.0468
321204681	1.0200	2.1991	0.9944
321204881	1.0028	2.0751	0.9993
321205081	1.0013	1.9494	0.9952
321205281	1.0155	1.8245	1.0114
321205481	1.0453	1.7024	1.0331
321205681	1.0900	1.5854	1.0871
321205881	1.1492	1.4745	1.1427
321206081	1.2218	1.3720	1.2177
321206281	1.3064	1.2796	1.2708
321206481	1.4022	1.1983	1.3966
321206681	1.5075	1.1297	1.5053
321206881	1.6206	1.0748	1.6125
321207081	1.7392	1.0346	1.7302
321207281	1.8624	1.0095	1.8551
321207481	1.9877	1.0001	1.9824
321207681	2.1133	1.0064	2.1081
321207881	2.2365	1.0284	2.2322
321208081	2.3566	1.0657	2.3434
321208281	2.4709	1.1178	2.4603
321208481	2.5779	1.1839	2.5675
321208681	2.6753	1.2625	2.6690
321208881	2.7625	1.3530	2.7480
321209081	2.8377	1.4538	2.8326
321209281	2.8996	1.5632	2.8979
321209481	2.9471	1.6790	2.9398
321209681	2.9799	1.8004	2.9680
321209881	2.9972	1.9249	2.9946
321210081	2.9987	2.0511	2.9922
321210281	2.9845	2.1755	2.9768
321210481	2.9547	2.2976	2.9454
321210681	2.9098	2.4150	2.8922
321210881	2.8508	2.5255	2.8407
321211081	2.7782	2.6280	2.7689
321211281	2.6932	2.7207	2.6795
321211481	2.5973	2.8020	2.5908
321211681	2.4925	2.8703	2.4796
321211881	2.3794	2.9252	2.3692
321212081	2.2603	2.9655	2.2588
321212281	2.1371	2.9906	2.1388
321212481	2.0123	2.9999	2.0042
321212681	1.8867	2.9936	1.8841
321212881	1.7630	2.9715	1.7544
321213081	1.6430	2.9341	1.6238
321213281	1.5291	2.8822	1.5263
321213481	1.4221	2.8161	1.4175
321213681	1.3243	2.7372	1.3208
321213881	1.2371	2.6466	1.2297
321214081	1.1623	2.5462	1.1540
321214281	1.1004	2.4368	1.0952
321214481	1.0527	2.3205	1.0428
321214681	1.0200	2.1991	1.0097
321214881	1.0028	2.0751	1.0001
321215081	1.0013	1.9494	0.9960
321215281	1.0155	1.8245	1.0065
321215481	1.0453	1.7024	1.0436
321215681	1.0900	1.5854	1.0855
321215881	1.1492	1.4745	1.1395
321216081	1.2218	1.3720	1.2177
321216281	1.3064	1.2796	1.3039
321216481	1.4022	1.1983	1.3974
321216681	1.5075	1.1297	1.5013
321216881	1.6206	1.0748	1.6174
321217081	1.7392	1.0346	1.7278
321217281	1.8624	1.0095	1.8495
321217481	1.9877	1.0001	1.9736
321217681	2.1133	1.0064	2.1114
321217881	2.2365	1.0284	2.2290
321218081	2.3566	1.0657	2.3459
321218281	2.4709	1.1178	2.4635
321218481	2.5779	1.1839	2.5538
321218681	2.6753	1.2625	2.6642
321218881	2.7625	1.3530	2.7464
321219081	2.8377	1.4538	2.8350
321219281	2.8996	1.5632	2.8858
321219481	2.9471	1.6790	2.9277
321219681	2.9799	1.8004	2.9752
321219881	2.9972	1.9249	2.9905
321220081	2.9987	2.0511	2.9922
321220281	2.9845	2.1755	2.9720
321220481	2.9547	2.2976	2.9519
321220681	2.9098	2.4150	2.8971
321220881	2.8508	2.5255	2.8399
321221081	2.7782	2.6280	2.7633
321221281	2.6932	2.7207	2.6787
321221481	2.5973	2.8020	2.5949
321221681	2.4925	2.8703	2.4756
321221881	2.3794	2.9252	2.3757
321222081	2.2603	2.9655	2.2524
321222281	2.1371	2.9906	2.1307
321222481	2.0123	2.9999	2.0042
321222681	1.8867	2.9936	1.8809
321222881	1.7630	2.9715	1.7568
321223081	1.6430	2.9341	1.6440
321223281	1.5291	2.8822	1.5255
321223481	1.4221	2.8161	1.4191
321223681	1.3243	2.7372	1.3216
321223881	1.2371	2.6466	1.2281
321224081	1.1623	2.5462	1.1556
321224281	1.1004	2.4368	1.0976
321224481	1.0527	2.3205	1.0476
321224681	1.0200	2.1991	1.0170
321224881	1.0028	2.0751	0.9952
321225081	1.0013	1.9494	0.9920
321225281	1.0155	1.8245	1.0097
321225481	1.0453	1.7024	1.0388
321225681	1.0900	1.5854	1.0855
321225881	1.1492	1.4745	1.1435
321226081	1.2218	1.3720	1.2177
321226281	1.3064	1.2796	1.2990
321226481	1.4022	1.1983	1.3974
321226681	1.5075	1.1297	1.4997
321226881	1.6206	1.0748	1.6109
321227081	1.7392	1.0346	1.7366
321227281	1.8624	1.0095	1.8559
321227481	1.9877	1.0001	1.9784
321227681	2.1133	1.0064	2.1001
321227881	2.2365	1.0284	2.2330
321228081	2.3566	1.0657	2.3531
321228281	2.4709	1.1178	2.4635
321228481	2.5779	1.1839	2.5779
321228681	2.6753	1.2625	2.6634
321228881	2.7625	1.3530	2.7504
321229081	2.8377	1.4538	2.8318
321229281	2.8996	1.5632	2.8987
321229481	2.9471	1.6790	2.9382
321229681	2.9799	1.8004	2.9760
321229881	2.9972	1.9249	2.9914
321230081	2.9987	2.0511	2.9954
321230281	2.9845	2.1755	2.9712
321230481	2.9547	2.2976	2.9462
321230681	2.9098	2.4150	2.9043
321230881	2.8508	2.5255	2.8390
321231081	2.7782	2.6280	2.7705
321231281	2.6932	2.7207	2.6859
321231481	2.5973	2.8020	2.5933
321231681	2.4925	2.8703	2.4869
321231881	2.3794	2.9252	2.3684
321232081	2.2603	2.9655	2.2201
321232281	2.1371	2.9906	2.1307
321232481	2.0123	2.9999	2.0001
321232681	1.8867	2.9936	1.8793
321232881	1.7630	2.9715	1.7616
321233081	1.6430	2.9341	1.6383
321233281	1.5291	2.8822	1.5190
321233481	1.4221	2.8161	1.4159
321233681	1.3243	2.7372	1.3256
321233881	1.2371	2.6466	1.2370
321234081	1.1623	2.5462	1.1588
321234281	1.1004	2.4368	1.0944
321234481	1.0527	2.3205	1.0468
321234681	1.0200	2.1991	1.0130
321234881	1.0028	2.0751	0.9993
321235081	1.0013	1.9494	0.9944
321235281	1.0155	1.8245	1.0073
321235481	1.0453	1.7024	1.0371
321235681	1.0900	1.5854	1.0863
321235881	1.1492	1.4745	1.1467
321236081	1.2218	1.3720	1.2160
321236281	1.3064	1.2796	1.3007
321236481	1.4022	1.1983	1.3990
321236681	1.5075	1.1297	1.4949
321236881	1.6206	1.0748	1.6182
321237081	1.7392	1.0346	1.7350
321237281	1.8624	1.0095	1.8527
321237481	1.9877	1.0001	1.9832
321237681	2.1133	1.0064	2.1057
321237881	2.2365	1.0284	2.2306
321238081	2.3566	1.0657	2.3563
321238281	2.4709	1.1178	2.4708
321238481	2.5779	1.1839	2.5675
321238681	2.6753	1.2625	2.6658
321238881	2.7625	1.3530	2.7536
321239081	2.8377	1.4538	2.8318
321239281	2.8996	1.5632	2.8930
321239481	2.9471	1.6790	2.9382
321239681	2.9799	1.8004	2.9768
321239881	2.9972	1.9249	2.9889
321240081	2.9987	2.0511	2.9930
321240281	2.9845	2.1755	2.9768
321240481	2.9547	2.2976	2.9503
321240681	2.9098	2.4150	2.9003
321240881	2.8508	2.5255	2.8487
321241081	2.7782	2.6280	2.7714
321241281	2.6932	2.7207	2.6835
321241481	2.5973	2.8020	2.5908
321241681	2.4925	2.8703	2.4829
321241881	2.3794	2.9252	2.3652
321242081	2.2603	2.9655	2.2548
321242281	2.1371	2.9906	2.1275
321242481	2.0123	2.9999	2.0050
321242681	1.8867	2.9936	1.8809
321242881	1.7630	2.9715	1.7584
321243081	1.6430	2.9341	1.6367
321243281	1.5291	2.8822	1.5190
321243481	1.4221	2.8161	1.4119
321243681	1.3243	2.7372	1.3176
321243881	1.2371	2.6466	1.2362
321244081	1.1623	2.5462	1.1564
321244281	1.1004	2.4368	1.0927
321244481	1.0527	2.3205	1.0444
321244681	1.0200	2.1991	1.0114
321244881	1.0028	2.0751	1.0017
321245081	1.0013	1.9494	0.9960
321245281	1.0155	1.8245	1.0122
321245481	1.0453	1.7024	1.0420
321245681	1.0900	1.5854	1.0887
321245881	1.1492	1.4745	1.1419
321246081	1.2218	1.3720	1.2177
321246281	1.3064	1.2796	1.3047
321246481	1.4022	1.1983	1.3974
321246681	1.5075	1.1297	1.4957
321246881	1.6206	1.0748	1.6158
321247081	1.7392	1.0346	1.7302
321247281	1.8624	1.0095	1.8519
321247481	1.9877	1.0001	1.9848
321247681	2.1133	1.0064	2.1065
321247881	2.2365	1.0284	2.2250
321248081	2.3566	1.0657	2.3563
321248281	2.4709	1.1178	2.4659
321248481	2.5779	1.1839	2.5691
321248681	2.6753	1.2625	2.6618
321248881	2.7625	1.3530	2.7585
321249081	2.8377	1.4538	2.8382
321249281	2.8996	1.5632	2.8850
321249481	2.9471	1.6790	2.9390
321249681	2.9799	1.8004	2.9688
321249881	2.9972	1.9249	2.9768
321250081	2.9987	2.0511	2.9938
321250281	2.9845	2.1755	2.9841
321250481	2.9547	2.2976	2.9495
321250681	2.9098	2.4150	2.9067
321250881	2.8508	2.5255	2.8431
321251081	2.7782	2.6280	2.7705
321251281	2.6932	2.7207	2.6795
321251481	2.5973	2.8020	2.5949
321251681	2.4925	2.8703	2.4821
321251881	2.3794	2.9252	2.3741
321252081	2.2603	2.9655	2.2580
321252281	2.1371	2.9906	2.1315
321252481	2.0123	2.9999	2.0026
321252681	1.8867	2.9936	1.8801
321252881	1.7630	2.9715	1.7592
321253081	1.6430	2.9341	1.6367
321253281	1.5291	2.8822	1.5231
321253481	1.4221	2.8161	1.4143
321253681	1.3243	2.7372	1.3184
321253881	1.2371	2.6466	1.2362
321254081	1.1623	2.5462	1.1540
321254281	1.1004	2.4368	1.0960
321254481	1.0527	2.3205	1.0452
321254681	1.0200	2.1991	1.0146
321254881	1.0028	2.0751	0.9960
321255081	1.0013	1.9494	0.9952
321255281	1.0155	1.8245	1.0057
321255481	1.0453	1.7024	1.0355
321255681	1.0900	1.5854	1.0839
321255881	1.1492	1.4745	1.1443
321256081	1.2218	1.3720	1.2160
321256281	1.3064	1.2796	1.3007
321256481	1.4022	1.1983	1.3990
321256681	1.5075	1.1297	1.5021
321256881	1.6206	1.0748	1.6158
321257081	1.7392	1.0346	1.7310
321257281	1.8624	1.0095	1.8583
321257481	1.9877	1.0001	1.9550
321257681	2.1133	1.0064	2.1017
321257881	2.2365	1.0284	2.2298
321258081	2.3566	1.0657	2.3523
321258281	2.4709	1.1178	2.4450
321258481	2.5779	1.1839	2.5683
321258681	2.6753	1.2625	2.6706
321258881	2.7625	1.3530	2.7496
321259081	2.8377	1.4538	2.8326
321259281	2.8996	1.5632	2.8898
321259481	2.9471	1.6790	2.9382
321259681	2.9799	1.8004	2.9704
321259881	2.9972	1.9249	2.9881
321260081	2.9987	2.0511	2.9938
321260281	2.9845	2.1755	2.9736
321260481	2.9547	2.2976	2.9446
321260681	2.9098	2.4150	2.8922
321260881	2.8508	2.5255	2.8463
321261081	2.7782	2.6280	2.7641
321261281	2.6932	2.7207	2.6787
321261481	2.5973	2.8020	2.5900
321261681	2.4925	2.8703	2.4837
321261881	2.3794	2.9252	2.3684
321262081	2.2603	2.9655	2.2475
321262281	2.1371	2.9906	2.1355
321262481	2.0123	2.9999	2.0058
321262681	1.8867	2.9936	1.8768
321262881	1.7630	2.9715	1.7544
321263081	1.6430	2.9341	1.6166
321263281	1.5291	2.8822	1.5231
321263481	1.4221	2.8161	1.4215
321263681	1.3243	2.7372	1.3232
321263881	1.2371	2.6466	1.2322
321264081	1.1623	2.5462	1.1580
321264281	1.1004	2.4368	1.0944
321264481	1.0527	2.3205	1.0484
321264681	1.0200	2.1991	1.0154
321264881	1.0028	2.0751	0.9944
321265081	1.0013	1.9494	0.9823
321265281	1.0155	1.8245	1.0130
321265481	1.0453	1.7024	1.0379
321265681	1.0900	1.5854	1.0839
321265881	1.1492	1.4745	1.1105
321266081	1.2218	1.3720	1.2136
321266281	1.3064	1.2796	1.3055
321266481	1.4022	1.1983	1.4006
321266681	1.5075	1.1297	1.5021
321266881	1.6206	1.0748	1.6133
321267081	1.7392	1.0346	1.7326
321267281	1.8624	1.0095	1.8519
321267481	1.9877	1.0001	1.9840
321267681	2.1133	1.0064	2.1097
321267881	2.2365	1.0284	2.2306
321268081	2.3566	1.0657	2.3523
321268281	2.4709	1.1178	2.4547
321268481	2.5779	1.1839	2.5691
321268681	2.6753	1.2625	2.6658
321268881	2.7625	1.3530	2.7593
321269081	2.8377	1.4538	2.8350
321269281	2.8996	1.5632	2.8922
321269481	2.9471	1.6790	2.9406
321269681	2.9799	1.8004	2.9688
321269881	2.9972	1.9249	2.9946
321270081	2.9987	2.0511	2.9970
321270281	2.9845	2.1755	2.9760
321270481	2.9547	2.2976	2.9511
321270681	2.9098	2.4150	2.9043
321270881	2.8508	2.5255	2.8495
321271081	2.7782	2.6280	2.7673
321271281	2.6932	2.7207	2.6835
321271481	2.5973	2.8020	2.5771
321271681	2.4925	2.8703	2.4877
321271881	2.3794	2.9252	2.3765
321272081	2.2603	2.9655	2.2516
321272281	2.1371	2.9906	2.1283
321272481	2.0123	2.9999	1.9881
321272681	1.8867	2.9936	1.8785
321272881	1.7630	2.9715	1.7600
321273081	1.6430	2.9341	1.6327
321273281	1.5291	2.8822	1.5295
321273481	1.4221	2.8161	1.4207
321273681	1.3243	2.7372	1.3208
321273881	1.2371	2.6466	1.2346
321274081	1.1623	2.5462	1.1572
321274281	1.1004	2.4368	1.0960
321274481	1.0527	2.3205	1.0549
321274681	1.0200	2.1991	1.0105
321274881	1.0028	2.0751	0.9968
321275081	1.0013	1.9494	0.9960
321275281	1.0155	1.8245	1.0122
321275481	1.0453	1.7024	1.0388
321275681	1.0900	1.5854	1.0871
321275881	1.1492	1.4745	1.1427
321276081	1.2218	1.3720	1.2152
321276281	1.3064	1.2796	1.2999
321276481	1.4022	1.1983	1.3966
321276681	1.5075	1.1297	1.5005
321276881	1.6206	1.0748	1.6141
321277081	1.7392	1.0346	1.7302
321277281	1.8624	1.0095	1.8511
321277481	1.9877	1.0001	1.9800
321277681	2.1133	1.0064	2.1033
321277881	2.2365	1.0284	2.2250
321278081	2.3566	1.0657	2.3539
321278281	2.4709	1.1178	2.4611
321278481	2.5779	1.1839	2.5731
321278681	2.6753	1.2625	2.6626
321278881	2.7625	1.3530	2.7568
321279081	2.8377	1.4538	2.8318
321279281	2.8996	1.5632	2.8866
321279481	2.9471	1.6790	2.9382
321279681	2.9799	1.8004	2.9938
321279881	2.9972	1.9249	2.9865
321280081	2.9987	2.0511	3.0010
321280281	2.9845	2.1755	2.9809
321280481	2.9547	2.2976	2.9486
321280681	2.9098	2.4150	2.9003
321280881	2.8508	2.5255	2.8455
321281081	2.7782	2.6280	2.7778
321281281	2.6932	2.7207	2.6875
321281481	2.5973	2.8020	2.5908
321281681	2.4925	2.8703	2.4829
321281881	2.3794	2.9252	2.3741
321282081	2.2603	2.9655	2.2548
321282281	2.1371	2.9906	2.1379
321282481	2.0123	2.9999	2.0018
321282681	1.8867	2.9936	1.8825
321282881	1.7630	2.9715	1.7592
321283081	1.6430	2.9341	1.6351
321283281	1.5291	2.8822	1.5199
321283481	1.4221	2.8161	1.4256
321283681	1.3243	2.7372	1.3216
321283881	1.2371	2.6466	1.2322
321284081	1.1623	2.5462	1.1524
321284281	1.1004	2.4368	1.0952
321284481	1.0527	2.3205	1.0476
321284681	1.0200	2.1991	1.0154
321284881	1.0028	2.0751	0.9985
321285081	1.0013	1.9494	0.9952
321285281	1.0155	1.8245	1.0122
321285481	1.0453	1.7024	1.0412
321285681	1.0900	1.5854	1.0855
321285881	1.1492	1.4745	1.1435
321286081	1.2218	1.3720	1.1951
321286281	1.3064	1.2796	1.3031
321286481	1.4022	1.1983	1.3966
321286681	1.5075	1.1297	1.4796
321286881	1.6206	1.0748	1.6278
321287081	1.7392	1.0346	1.7149
321287281	1.8624	1.0095	1.8607
321287481	1.9877	1.0001	1.9824
321287681	2.1133	1.0064	2.1057
321287881	2.2365	1.0284	2.2250
321288081	2.3566	1.0657	2.3555
321288281	2.4709	1.1178	2.4667
321288481	2.5779	1.1839	2.5691
321288681	2.6753	1.2625	2.6714
321288881	2.7625	1.3530	2.7568
321289081	2.8377	1.4538	2.8262
321289281	2.8996	1.5632	2.8971
321289481	2.9471	1.6790	2.9341
321289681	2.9799	1.8004	2.9720
321289881	2.9972	1.9249	2.9801
321290081	2.9987	2.0511	2.9914
321290281	2.9845	2.1755	2.9712
321290481	2.9547	2.2976	2.9495
321290681	2.9098	2.4150	2.9043
321290881	2.8508	2.5255	2.8358
321291081	2.7782	2.6280	2.7617
321291281	2.6932	2.7207	2.6803
321291481	2.5973	2.8020	2.5908
321291681	2.4925	2.8703	2.4877
321291881	2.3794	2.9252	2.3773
321292081	2.2603	2.9655	2.2540
321292281	2.1371	2.9906	2.1275
321292481	2.0123	2.9999	2.0050
321292681	1.8867	2.9936	1.8841
321292881	1.7630	2.9715	1.7584
321293081	1.6430	2.9341	1.6335
321293281	1.5291	2.8822	1.5311
321293481	1.4221	2.8161	1.4151
321293681	1.3243	2.7372	1.3200
321293881	1.2371	2.6466	1.2322
321294081	1.1623	2.5462	1.1540
321294281	1.1004	2.4368	1.0992
321294481	1.0527	2.3205	1.0484
321294681	1.0200	2.1991	1.0130
321294881	1.0028	2.0751	0.9985
321295081	1.0013	1.9494	0.9968
321295281	1.0155	1.8245	0.9904
321295481	1.0453	1.7024	1.0388
321295681	1.0900	1.5854	1.0895
321295881	1.1492	1.4745	1.1411
321296081	1.2218	1.3720	1.2160
321296281	1.3064	1.2796	1.2982
321296481	1.4022	1.1983	1.4006
321296681	1.5075	1.1297	1.4989
321296881	1.6206	1.0748	1.6166
321297081	1.7392	1.0346	1.7326
321297281	1.8624	1.0095	1.8527
321297481	1.9877	1.0001	1.9848
321297681	2.1133	1.0064	2.1049
321297881	2.2365	1.0284	2.2306
321298081	2.3566	1.0657	2.3491
321298281	2.4709	1.1178	2.4627
321298481	2.5779	1.1839	2.5626
321298681	2.6753	1.2625	2.6674
321298881	2.7625	1.3530	2.7536
321299081	2.8377	1.4538	2.8229
321299281	2.8996	1.5632	2.8947
321299481	2.9471	1.6790	2.9156
321299681	2.9799	1.8004	2.9648
321299881	2.9972	1.9249	2.9833
321300081	2.9987	2.0511	2.9962
321300281	2.9845	2.1755	2.9793
321300481	2.9547	2.2976	2.9414
321300681	2.9098	2.4150	2.8777
321300881	2.8508	2.5255	2.8390
321301081	2.7782	2.6280	2.7665
321301281	2.6932	2.7207	2.6819
321301481	2.5973	2.8020	2.5497
321301681	2.4925	2.8703	2.4925
321301881	2.3794	2.9252	2.3692
321302081	2.2603	2.9655	2.2596
321302281	2.1371	2.9906	2.1355
321302481	2.0123	2.9999	2.0098
321302681	1.8867	2.9936	1.8768
321302881	1.7630	2.9715	1.7584
321303081	1.6430	2.9341	1.6351
321303281	1.5291	2.8822	1.5207
321303481	1.4221	2.8161	1.4183
321303681	1.3243	2.7372	1.3264
321303881	1.2371	2.6466	1.2297
321304081	1.1623	2.5462	1.1516
321304281	1.1004	2.4368	1.0919
321304481	1.0527	2.3205	1.0428
321304681	1.0200	2.1991	1.0097
321304881	1.0028	2.0751	0.9977
321305081	1.0013	1.9494	0.9944
321305281	1.0155	1.8245	1.0097
321305481	1.0453	1.7024	1.0347
321305681	1.0900	1.5854	1.0855
321305881	1.1492	1.4745	1.1419
321306081	1.2218	1.3720	1.2193
321306281	1.3064	1.2796	1.3039
321306481	1.4022	1.1983	1.3941
321306681	1.5075	1.1297	1.5045
321306881	1.6206	1.0748	1.6125
321307081	1.7392	1.0346	1.7334
321307281	1.8624	1.0095	1.8511
321307481	1.9877	1.0001	1.9760
321307681	2.1133	1.0064	2.1130
321307881	2.2365	1.0284	2.2290
321308081	2.3566	1.0657	2.3451
321308281	2.4709	1.1178	2.4635
321308481	2.5779	1.1839	2.5763
321308681	2.6753	1.2625	2.6658
321308881	2.7625	1.3530	2.7488
321309081	2.8377	1.4538	2.8350
321309281	2.8996	1.5632	2.8955
321309481	2.9471	1.6790	2.9382
321309681	2.9799	1.8004	2.9382
321309881	2.9972	1.9249	2.9873
321310081	2.9987	2.0511	2.9914
321310281	2.9845	2.1755	2.9728
321310481	2.9547	2.2976	2.9430
321310681	2.9098	2.4150	2.8995
321310881	2.8508	2.5255	2.8455
321311081	2.7782	2.6280	2.7681
321311281	2.6932	2.7207	2.6900
321311481	2.5973	2.8020	2.5884
321311681	2.4925	2.8703	2.4845
321311881	2.3794	2.9252	2.3789
321312081	2.2603	2.9655	2.2516
321312281	2.1371	2.9906	2.1355
321312481	2.0123	2.9999	2.0082
321312681	1.8867	2.9936	1.8760
321312881	1.7630	2.9715	1.7527
321313081	1.6430	2.9341	1.6351
321313281	1.5291	2.8822	1.5255
321313481	1.4221	2.8161	1.4183
321313681	1.3243	2.7372	1.3216
321313881	1.2371	2.6466	1.2370
321314081	1.1623	2.5462	1.1540
321314281	1.1004	2.4368	1.0960
321314481	1.0527	2.3205	1.0468
321314681	1.0200	2.1991	1.0146
321314881	1.0028	2.0751	0.9960
321315081	1.0013	1.9494	0.9960
321315281	1.0155	1.8245	1.0138
321315481	1.0453	1.7024	1.0291
321315681	1.0900	1.5854	1.0855
321315881	1.1492	1.4745	1.1419
321316081	1.2218	1.3720	1.1878
321316281	1.3064	1.2796	1.2974
321316481	1.4022	1.1983	1.3933
321316681	1.5075	1.1297	1.4965
321316881	1.6206	1.0748	1.6182
321317081	1.7392	1.0346	1.7302
321317281	1.8624	1.0095	1.8599
321317481	1.9877	1.0001	1.9752
321317681	2.1133	1.0064	2.1065
321317881	2.2365	1.0284	2.2290
321318081	2.3566	1.0657	2.3451
321318281	2.4709	1.1178	2.4635
321318481	2.5779	1.1839	2.5715
321318681	2.6753	1.2625	2.6738
321318881	2.7625	1.3530	2.7528
321319081	2.8377	1.4538	2.8270
321319281	2.8996	1.5632	2.8906
321319481	2.9471	1.6790	2.9390
321319681	2.9799	1.8004	2.9720
321319881	2.9972	1.9249	2.9857
321320081	2.9987	2.0511	2.9922
321320281	2.9845	2.1755	2.9760
321320481	2.9547	2.2976	2.9430
321320681	2.9098	2.4150	2.8938
321320881	2.8508	2.5255	2.8479
321321081	2.7782	2.6280	2.7657
321321281	2.6932	2.7207	2.6803
321321481	2.5973	2.8020	2.5949
321321681	2.4925	2.8703	2.4740
321321881	2.3794	2.9252	2.3442
321322081	2.2603	2.9655	2.2548
321322281	2.1371	2.9906	2.1275
321322481	2.0123	2.9999	2.0066
321322681	1.8867	2.9936	1.8422
321322881	1.7630	2.9715	1.7245
321323081	1.6430	2.9341	1.6407
321323281	1.5291	2.8822	1.5255
321323481	1.4221	2.8161	1.4183
321323681	1.3243	2.7372	1.3224
321323881	1.2371	2.6466	1.2265
321324081	1.1623	2.5462	1.1556
321324281	1.1004	2.4368	1.0927
321324481	1.0527	2.3205	1.0500
321324681	1.0200	2.1991	1.0097
321324881	1.0028	2.0751	0.9968
321325081	1.0013	1.9494	0.9944
321325281	1.0155	1.8245	1.0097
321325481	1.0453	1.7024	1.0420
321325681	1.0900	1.5854	1.0823
321325881	1.1492	1.4745	1.1411
321326081	1.2218	1.3720	1.2209
321326281	1.3064	1.2796	1.2966
321326481	1.4022	1.1983	1.3998
321326681	1.5075	1.1297	1.4965
321326881	1.6206	1.0748	1.6166
321327081	1.7392	1.0346	1.7318
321327281	1.8624	1.0095	1.8212
321327481	1.9877	1.0001	1.9768
321327681	2.1133	1.0064	2.1025
321327881	2.2365	1.0284	2.2347
321328081	2.3566	1.0657	2.3491
321328281	2.4709	1.1178	2.4571
321328481	2.5779	1.1839	2.5699
321328681	2.6753	1.2625	2.6650
321328881	2.7625	1.3530	2.7544
321329081	2.8377	1.4538	2.8278
321329281	2.8996	1.5632	2.8914
321329481	2.9471	1.6790	2.9454
321329681	2.9799	1.8004	2.9704
321329881	2.9972	1.9249	2.9922
321330081	2.9987	2.0511	2.9914
321330281	2.9845	2.1755	2.9760
321330481	2.9547	2.2976	2.9535
321330681	2.9098	2.4150	2.9003
321330881	2.8508	2.5255	2.8439
321331081	2.7782	2.6280	2.7649
321331281	2.6932	2.7207	2.6819
321331481	2.5973	2.8020	2.5949
321331681	2.4925	2.8703	2.4869
321331881	2.3794	2.9252	2.3668
321332081	2.2603	2.9655	2.2451
321332281	2.1371	2.9906	2.1307
321332481	2.0123	2.9999	2.0026
321332681	1.8867	2.9936	1.8575
321332881	1.7630	2.9715	1.7270
321333081	1.6430	2.9341	1.6359
321333281	1.5291	2.8822	1.5279
321333481	1.4221	2.8161	1.4199
321333681	1.3243	2.7372	1.3248
321333881	1.2371	2.6466	1.2305
321334081	1.1623	2.5462	1.1548
321334281	1.1004	2.4368	1.0960
321334481	1.0527	2.3205	1.0476
321334681	1.0200	2.1991	1.0138
321334881	1.0028	2.0751	0.9960
321335081	1.0013	1.9494	0.9920
321335281	1.0155	1.8245	1.0114
321335481	1.0453	1.7024	1.0363
321335681	1.0900	1.5854	1.0879
321335881	1.1492	1.4745	1.1451
321336081	1.2218	1.3720	1.2209
321336281	1.3064	1.2796	1.2950
321336481	1.4022	1.1983	1.3998
321336681	1.5075	1.1297	1.5070
321336881	1.6206	1.0748	1.6117
321337081	1.7392	1.0346	1.7286
321337281	1.8624	1.0095	1.8527
321337481	1.9877	1.0001	1.9768
321337681	2.1133	1.0064	2.0912
321337881	2.2365	1.0284	2.2298
321338081	2.3566	1.0657	2.3515
321338281	2.4709	1.1178	2.4603
321338481	2.5779	1.1839	2.5715
321338681	2.6753	1.2625	2.6674
321338881	2.7625	1.3530	2.7585
321339081	2.8377	1.4538	2.8205
321339281	2.8996	1.5632	2.8890
321339481	2.9471	1.6790	2.9374
321339681	2.9799	1.8004	2.9680
321339881	2.9972	1.9249	2.9849
321340081	2.9987	2.0511	2.9922
321340281	2.9845	2.1755	2.9672
321340481	2.9547	2.2976	2.9470
321340681	2.9098	2.4150	2.8979
321340881	2.8508	2.5255	2.8503
321341081	2.7782	2.6280	2.7681
321341281	2.6932	2.7207	2.6787
321341481	2.5973	2.8020	2.5941
