time[us]	ref_X[V]	ref_Y[V]	sig_I[V]
269745622	2.0040	2.5630	2.0243
269745822	2.0000	2.5003	2.0179
269746022	2.0039	2.4377	2.0211
269746222	2.0156	2.3760	2.0324
269746422	2.0350	2.3163	2.0533
269746622	2.0617	2.2594	2.0775
269746822	2.0953	2.2064	2.1097
269747022	2.1350	2.1582	2.1549
269747222	2.1808	2.1152	2.2000
269747422	2.2315	2.0782	2.2484
269747622	2.2865	2.0479	2.3064
269747822	2.3448	2.0247	2.3596
269748022	2.4056	2.0090	2.4256
269748222	2.4679	2.0010	2.4917
269748422	2.5307	2.0009	2.5530
269748622	2.5930	2.0087	2.6094
269748822	2.6538	2.0243	2.6771
269749022	2.7123	2.0473	2.7319
269749222	2.7673	2.0775	2.7883
269749422	2.8182	2.1143	2.8399
269749622	2.8640	2.1572	2.8818
269749822	2.9041	2.2055	2.9301
269750022	2.9378	2.2585	2.9623
269750222	2.9646	2.3153	2.9897
269750422	2.9841	2.3750	3.0091
269750622	2.9960	2.4366	3.0188
269750822	3.0000	2.4993	3.0268
269751022	2.9961	2.5623	3.0204
269751222	2.9844	2.6240	3.0042
269751422	2.9650	2.6837	2.9865
269751622	2.9383	2.7406	2.9575
269751822	2.9047	2.7936	2.9237
269752022	2.8647	2.8420	2.8866
269752222	2.8190	2.8850	2.8415
269752422	2.7682	2.9220	2.7867
269752622	2.7132	2.9523	2.7351
269752822	2.6548	2.9754	2.6771
269753022	2.5940	2.9911	2.6142
269753222	2.5317	2.9990	2.5514
269753422	2.4690	2.9990	2.4901
269753622	2.4067	2.9912	2.4289
269753822	2.3458	2.9756	2.3676
269754022	2.2874	2.9526	2.3032
269754222	2.2324	2.9224	2.2500
269754422	2.1816	2.8855	2.1968
269754622	2.1358	2.8425	2.1516
269754822	2.0957	2.7942	2.1130
269755022	2.0620	2.7412	2.0759
269755222	2.0352	2.6844	2.0549
269755422	2.0158	2.6247	2.0308
269755622	2.0040	2.5630	2.0243
269755822	2.0000	2.5003	2.0211
269756022	2.0039	2.4377	2.0195
269756222	2.0156	2.3760	2.0292
269756422	2.0350	2.3163	2.0582
269756622	2.0617	2.2594	2.0775
269756822	2.0953	2.2064	2.1114
269757022	2.1350	2.1582	2.1468
269757222	2.1808	2.1152	2.1984
269757422	2.2315	2.0782	2.2484
269757622	2.2865	2.0479	2.3096
269757822	2.3448	2.0247	2.3628
269758022	2.4056	2.0090	2.4256
269758222	2.4679	2.0010	2.4853
269758422	2.5307	2.0009	2.5514
269758622	2.5930	2.0087	2.6190
269758822	2.6538	2.0243	2.6706
269759022	2.7123	2.0473	2.7335
269759222	2.7673	2.0775	2.7867
269759422	2.8182	2.1143	2.8399
269759622	2.8640	2.1572	2.8850
269759822	2.9041	2.2055	2.9253
269760022	2.9378	2.2585	2.9640
269760222	2.9646	2.3153	2.9833
269760422	2.9841	2.3750	3.0075
269760622	2.9960	2.4366	3.0155
269760822	3.0000	2.4993	3.0252
269761022	2.9961	2.5623	3.0155
269761222	2.9844	2.6240	3.0010
269761422	2.9650	2.6837	2.9833
269761622	2.9383	2.7406	2.9575
269761822	2.9047	2.7936	2.9285
269762022	2.8647	2.8420	2.8834
269762222	2.8190	2.8850	2.8366
269762422	2.7682	2.9220	2.7851
269762622	2.7132	2.9523	2.7319
269762822	2.6548	2.9754	2.6706
269763022	2.5940	2.9911	2.6110
269763222	2.5317	2.9990	2.5530
269763422	2.4690	2.9990	2.4933
269763622	2.4067	2.9912	2.4208
269763822	2.3458	2.9756	2.3628
269764022	2.2874	2.9526	2.3032
269764222	2.2324	2.9224	2.2500
269764422	2.1816	2.8855	2.2000
269764622	2.1358	2.8425	2.1500
269764822	2.0957	2.7942	2.1130
269765022	2.0620	2.7412	2.0823
269765222	2.0352	2.6844	2.0533
269765422	2.0158	2.6247	2.0308
269765622	2.0040	2.5630	2.0259
269765822	2.0000	2.5003	2.0179
269766022	2.0039	2.4377	2.0163
269766222	2.0156	2.3760	2.0292
269766422	2.0350	2.3163	2.0566
269766622	2.0617	2.2594	2.0823
269766822	2.0953	2.2064	2.1130
269767022	2.1350	2.1582	2.1549
269767222	2.1808	2.1152	2.1984
269767422	2.2315	2.0782	2.2532
269767622	2.2865	2.0479	2.3096
269767822	2.3448	2.0247	2.3612
269768022	2.4056	2.0090	2.4273
269768222	2.4679	2.0010	2.4917
269768422	2.5307	2.0009	2.5546
269768622	2.5930	2.0087	2.6174
269768822	2.6538	2.0243	2.6771
269769022	2.7123	2.0473	2.7303
269769222	2.7673	2.0775	2.7867
269769422	2.8182	2.1143	2.8382
269769622	2.8640	2.1572	2.8818
269769822	2.9041	2.2055	2.9237
269770022	2.9378	2.2585	2.9575
269770222	2.9646	2.3153	2.9897
269770422	2.9841	2.3750	3.0075
269770622	2.9960	2.4366	3.0155
269770822	3.0000	2.4993	3.0268
269771022	2.9961	2.5623	3.0220
269771222	2.9844	2.6240	3.0075
269771422	2.9650	2.6837	2.9865
269771622	2.9383	2.7406	2.9607
269771822	2.9047	2.7936	2.9269
269772022	2.8647	2.8420	2.8834
269772222	2.8190	2.8850	2.8382
269772422	2.7682	2.9220	2.7899
269772622	2.7132	2.9523	2.7351
269772822	2.6548	2.9754	2.6722
269773022	2.5940	2.9911	2.6126
269773222	2.5317	2.9990	2.5514
269773422	2.4690	2.9990	2.4901
269773622	2.4067	2.9912	2.4256
269773822	2.3458	2.9756	2.3644
269774022	2.2874	2.9526	2.3032
269774222	2.2324	2.9224	2.2532
269774422	2.1816	2.8855	2.1952
269774622	2.1358	2.8425	2.1516
269774822	2.0957	2.7942	2.1130
269775022	2.0620	2.7412	2.0775
269775222	2.0352	2.6844	2.0501
269775422	2.0158	2.6247	2.0340
269775622	2.0040	2.5630	2.0211
269775822	2.0000	2.5003	2.0130
269776022	2.0039	2.4377	2.0195
269776222	2.0156	2.3760	2.0308
269776422	2.0350	2.3163	2.0517
269776622	2.0617	2.2594	2.0791
269776822	2.0953	2.2064	2.1114
269777022	2.1350	2.1582	2.1533
269777222	2.1808	2.1152	2.2016
269777422	2.2315	2.0782	2.2484
269777622	2.2865	2.0479	2.3064
269777822	2.3448	2.0247	2.3628
269778022	2.4056	2.0090	2.4208
269778222	2.4679	2.0010	2.4901
269778422	2.5307	2.0009	2.5449
269778622	2.5930	2.0087	2.6158
269778822	2.6538	2.0243	2.6722
269779022	2.7123	2.0473	2.7367
269779222	2.7673	2.0775	2.7915
269779422	2.8182	2.1143	2.8399
269779622	2.8640	2.1572	2.8818
269779822	2.9041	2.2055	2.9253
269780022	2.9378	2.2585	2.9591
269780222	2.9646	2.3153	2.9865
269780422	2.9841	2.3750	3.0107
269780622	2.9960	2.4366	3.0107
269780822	3.0000	2.4993	3.0236
269781022	2.9961	2.5623	3.0188
269781222	2.9844	2.6240	3.0059
269781422	2.9650	2.6837	2.9865
269781622	2.9383	2.7406	2.9591
269781822	2.9047	2.7936	2.9237
269782022	2.8647	2.8420	2.8898
269782222	2.8190	2.8850	2.8447
269782422	2.7682	2.9220	2.7834
269782622	2.7132	2.9523	2.7319
269782822	2.6548	2.9754	2.6787
269783022	2.5940	2.9911	2.6110
269783222	2.5317	2.9990	2.5514
269783422	2.4690	2.9990	2.4917
269783622	2.4067	2.9912	2.4289
269783822	2.3458	2.9756	2.3660
269784022	2.2874	2.9526	2.3080
269784222	2.2324	2.9224	2.2516
269784422	2.1816	2.8855	2.2000
269784622	2.1358	2.8425	2.1516
269784822	2.0957	2.7942	2.1097
269785022	2.0620	2.7412	2.0775
269785222	2.0352	2.6844	2.0485
269785422	2.0158	2.6247	2.0324
269785622	2.0040	2.5630	2.0211
269785822	2.0000	2.5003	2.0195
269786022	2.0039	2.4377	2.0195
269786222	2.0156	2.3760	2.0308
269786422	2.0350	2.3163	2.0517
269786622	2.0617	2.2594	2.0775
269786822	2.0953	2.2064	2.1162
269787022	2.1350	2.1582	2.1549
269787222	2.1808	2.1152	2.2032
269787422	2.2315	2.0782	2.2516
269787622	2.2865	2.0479	2.3015
269787822	2.3448	2.0247	2.3644
269788022	2.4056	2.0090	2.4273
269788222	2.4679	2.0010	2.4885
269788422	2.5307	2.0009	2.5530
269788622	2.5930	2.0087	2.6158
269788822	2.6538	2.0243	2.6738
269789022	2.7123	2.0473	2.7367
269789222	2.7673	2.0775	2.7899
269789422	2.8182	2.1143	2.8447
269789622	2.8640	2.1572	2.8834
269789822	2.9041	2.2055	2.9285
269790022	2.9378	2.2585	2.9623
269790222	2.9646	2.3153	2.9897
269790422	2.9841	2.3750	3.0075
269790622	2.9960	2.4366	3.0220
269790822	3.0000	2.4993	3.0252
269791022	2.9961	2.5623	3.0139
269791222	2.9844	2.6240	3.0026
269791422	2.9650	2.6837	2.9849
269791622	2.9383	2.7406	2.9575
269791822	2.9047	2.7936	2.9285
269792022	2.8647	2.8420	2.8801
269792222	2.8190	2.8850	2.8399
269792422	2.7682	2.9220	2.7883
269792622	2.7132	2.9523	2.7351
269792822	2.6548	2.9754	2.6722
269793022	2.5940	2.9911	2.6110
269793222	2.5317	2.9990	2.5497
269793422	2.4690	2.9990	2.4933
269793622	2.4067	2.9912	2.4273
269793822	2.3458	2.9756	2.3628
269794022	2.2874	2.9526	2.3015
269794222	2.2324	2.9224	2.2500
269794422	2.1816	2.8855	2.1984
269794622	2.1358	2.8425	2.1549
269794822	2.0957	2.7942	2.1130
269795022	2.0620	2.7412	2.0791
269795222	2.0352	2.6844	2.0566
269795422	2.0158	2.6247	2.0308
269795622	2.0040	2.5630	2.0259
269795822	2.0000	2.5003	2.0163
269796022	2.0039	2.4377	2.0227
269796222	2.0156	2.3760	2.0292
269796422	2.0350	2.3163	2.0501
269796622	2.0617	2.2594	2.0759
269796822	2.0953	2.2064	2.1114
269797022	2.1350	2.1582	2.1533
269797222	2.1808	2.1152	2.1984
269797422	2.2315	2.0782	2.2467
269797622	2.2865	2.0479	2.2983
269797822	2.3448	2.0247	2.3660
269798022	2.4056	2.0090	2.4289
269798222	2.4679	2.0010	2.4901
269798422	2.5307	2.0009	2.5514
269798622	2.5930	2.0087	2.6142
269798822	2.6538	2.0243	2.6771
269799022	2.7123	2.0473	2.7286
269799222	2.7673	2.0775	2.7915
269799422	2.8182	2.1143	2.8399
269799622	2.8640	2.1572	2.8818
269799822	2.9041	2.2055	2.9285
269800022	2.9378	2.2585	2.9575
269800222	2.9646	2.3153	2.9865
269800422	2.9841	2.3750	3.0091
269800622	2.9960	2.4366	3.0171
269800822	3.0000	2.4993	3.0236
269801022	2.9961	2.5623	3.0188
269801222	2.9844	2.6240	3.0091
269801422	2.9650	2.6837	2.9833
269801622	2.9383	2.7406	2.9591
269801822	2.9047	2.7936	2.9237
269802022	2.8647	2.8420	2.8834
269802222	2.8190	2.8850	2.8399
269802422	2.7682	2.9220	2.7915
269802622	2.7132	2.9523	2.7319
269802822	2.6548	2.9754	2.6738
269803022	2.5940	2.9911	2.6142
269803222	2.5317	2.9990	2.5465
269803422	2.4690	2.9990	2.4917
269803622	2.4067	2.9912	2.4240
269803822	2.3458	2.9756	2.3612
269804022	2.2874	2.9526	2.3048
269804222	2.2324	2.9224	2.2451
269804422	2.1816	2.8855	2.1952
269804622	2.1358	2.8425	2.1484
269804822	2.0957	2.7942	2.1081
269805022	2.0620	2.7412	2.0823
269805222	2.0352	2.6844	2.0533
269805422	2.0158	2.6247	2.0340
269805622	2.0040	2.5630	2.0227
269805822	2.0000	2.5003	2.0163
269806022	2.0039	2.4377	2.0211
269806222	2.0156	2.3760	2.0388
269806422	2.0350	2.3163	2.0533
269806622	2.0617	2.2594	2.0759
269806822	2.0953	2.2064	2.1114
269807022	2.1350	2.1582	2.1533
269807222	2.1808	2.1152	2.1952
269807422	2.2315	2.0782	2.2484
269807622	2.2865	2.0479	2.3096
269807822	2.3448	2.0247	2.3596
269808022	2.4056	2.0090	2.4240
269808222	2.4679	2.0010	2.4901
269808422	2.5307	2.0009	2.5514
269808622	2.5930	2.0087	2.6158
269808822	2.6538	2.0243	2.6771
269809022	2.7123	2.0473	2.7303
269809222	2.7673	2.0775	2.7867
269809422	2.8182	2.1143	2.8382
269809622	2.8640	2.1572	2.8818
269809822	2.9041	2.2055	2.9253
269810022	2.9378	2.2585	2.9623
269810222	2.9646	2.3153	2.9914
269810422	2.9841	2.3750	3.0010
269810622	2.9960	2.4366	3.0204
269810822	3.0000	2.4993	3.0220
269811022	2.9961	2.5623	3.0139
269811222	2.9844	2.6240	3.0026
269811422	2.9650	2.6837	2.9849
269811622	2.9383	2.7406	2.9591
269811822	2.9047	2.7936	2.9253
269812022	2.8647	2.8420	2.8898
269812222	2.8190	2.8850	2.8399
269812422	2.7682	2.9220	2.7931
269812622	2.7132	2.9523	2.7286
269812822	2.6548	2.9754	2.6738
269813022	2.5940	2.9911	2.6126
269813222	2.5317	2.9990	2.5481
269813422	2.4690	2.9990	2.4917
269813622	2.4067	2.9912	2.4224
269813822	2.3458	2.9756	2.3660
269814022	2.2874	2.9526	2.3032
269814222	2.2324	2.9224	2.2484
269814422	2.1816	2.8855	2.1984
269814622	2.1358	2.8425	2.1549
269814822	2.0957	2.7942	2.1162
269815022	2.0620	2.7412	2.0807
269815222	2.0352	2.6844	2.0485
269815422	2.0158	2.6247	2.0340
269815622	2.0040	2.5630	2.0227
269815822	2.0000	2.5003	2.0163
269816022	2.0039	2.4377	2.0211
269816222	2.0156	2.3760	2.0340
269816422	2.0350	2.3163	2.0549
269816622	2.0617	2.2594	2.0791
269816822	2.0953	2.2064	2.1130
269817022	2.1350	2.1582	2.1484
269817222	2.1808	2.1152	2.1968
269817422	2.2315	2.0782	2.2451
269817622	2.2865	2.0479	2.3032
269817822	2.3448	2.0247	2.3676
269818022	2.4056	2.0090	2.4240
269818222	2.4679	2.0010	2.4901
269818422	2.5307	2.0009	2.5530
269818622	2.5930	2.0087	2.6126
269818822	2.6538	2.0243	2.6771
269819022	2.7123	2.0473	2.7351
269819222	2.7673	2.0775	2.7851
269819422	2.8182	2.1143	2.8447
269819622	2.8640	2.1572	2.8882
269819822	2.9041	2.2055	2.9253
269820022	2.9378	2.2585	2.9607
269820222	2.9646	2.3153	2.9897
269820422	2.9841	2.3750	3.0075
269820622	2.9960	2.4366	3.0204
269820822	3.0000	2.4993	3.0171
269821022	2.9961	2.5623	3.0220
269821222	2.9844	2.6240	3.0059
269821422	2.9650	2.6837	2.9865
269821622	2.9383	2.7406	2.9640
269821822	2.9047	2.7936	2.9237
269822022	2.8647	2.8420	2.8914
269822222	2.8190	2.8850	2.8366
269822422	2.7682	2.9220	2.7883
269822622	2.7132	2.9523	2.7335
269822822	2.6548	2.9754	2.6787
269823022	2.5940	2.9911	2.6126
269823222	2.5317	2.9990	2.5546
269823422	2.4690	2.9990	2.4885
269823622	2.4067	2.9912	2.4273
269823822	2.3458	2.9756	2.3644
269824022	2.2874	2.9526	2.3048
269824222	2.2324	2.9224	2.2484
269824422	2.1816	2.8855	2.2000
269824622	2.1358	2.8425	2.1565
269824822	2.0957	2.7942	2.1114
269825022	2.0620	2.7412	2.0807
269825222	2.0352	2.6844	2.0549
269825422	2.0158	2.6247	2.0340
269825622	2.0040	2.5630	2.0243
269825822	2.0000	2.5003	2.0147
269826022	2.0039	2.4377	2.0243
269826222	2.0156	2.3760	2.0308
269826422	2.0350	2.3163	2.0469
269826622	2.0617	2.2594	2.0791
269826822	2.0953	2.2064	2.1162
269827022	2.1350	2.1582	2.1468
269827222	2.1808	2.1152	2.1952
269827422	2.2315	2.0782	2.2516
269827622	2.2865	2.0479	2.3064
269827822	2.3448	2.0247	2.3612
269828022	2.4056	2.0090	2.4256
269828222	2.4679	2.0010	2.4869
269828422	2.5307	2.0009	2.5481
269828622	2.5930	2.0087	2.6110
269828822	2.6538	2.0243	2.6771
269829022	2.7123	2.0473	2.7367
269829222	2.7673	2.0775	2.7915
269829422	2.8182	2.1143	2.8447
269829622	2.8640	2.1572	2.8834
269829822	2.9041	2.2055	2.9301
269830022	2.9378	2.2585	2.9575
269830222	2.9646	2.3153	2.9897
269830422	2.9841	2.3750	3.0075
269830622	2.9960	2.4366	3.0204
269830822	3.0000	2.4993	3.0268
269831022	2.9961	2.5623	3.0204
269831222	2.9844	2.6240	3.0059
269831422	2.9650	2.6837	2.9897
269831622	2.9383	2.7406	2.9575
269831822	2.9047	2.7936	2.9253
269832022	2.8647	2.8420	2.8898
269832222	2.8190	2.8850	2.8350
269832422	2.7682	2.9220	2.7915
269832622	2.7132	2.9523	2.7367
269832822	2.6548	2.9754	2.6738
269833022	2.5940	2.9911	2.6158
269833222	2.5317	2.9990	2.5514
269833422	2.4690	2.9990	2.4885
269833622	2.4067	2.9912	2.4224
269833822	2.3458	2.9756	2.3596
269834022	2.2874	2.9526	2.3048
269834222	2.2324	2.9224	2.2451
269834422	2.1816	2.8855	2.1952
269834622	2.1358	2.8425	2.1533
269834822	2.0957	2.7942	2.1114
269835022	2.0620	2.7412	2.0743
269835222	2.0352	2.6844	2.0501
269835422	2.0158	2.6247	2.0308
269835622	2.0040	2.5630	2.0227
269835822	2.0000	2.5003	2.0179
269836022	2.0039	2.4377	2.0243
269836222	2.0156	2.3760	2.0275
269836422	2.0350	2.3163	2.0485
269836622	2.0617	2.2594	2.0759
269836822	2.0953	2.2064	2.1146
269837022	2.1350	2.1582	2.1484
269837222	2.1808	2.1152	2.2000
269837422	2.2315	2.0782	2.2484
269837622	2.2865	2.0479	2.3080
269837822	2.3448	2.0247	2.3628
269838022	2.4056	2.0090	2.4289
269838222	2.4679	2.0010	2.4901
269838422	2.5307	2.0009	2.5546
269838622	2.5930	2.0087	2.6126
269838822	2.6538	2.0243	2.6771
269839022	2.7123	2.0473	2.7335
269839222	2.7673	2.0775	2.7883
269839422	2.8182	2.1143	2.8382
269839622	2.8640	2.1572	2.8898
269839822	2.9041	2.2055	2.9301
269840022	2.9378	2.2585	2.9591
269840222	2.9646	2.3153	2.9833
269840422	2.9841	2.3750	3.0059
269840622	2.9960	2.4366	3.0204
269840822	3.0000	2.4993	3.0220
269841022	2.9961	2.5623	3.0188
269841222	2.9844	2.6240	3.0059
269841422	2.9650	2.6837	2.9914
269841622	2.9383	2.7406	2.9623
269841822	2.9047	2.7936	2.9221
269842022	2.8647	2.8420	2.8930
269842222	2.8190	2.8850	2.8447
269842422	2.7682	2.9220	2.7818
269842622	2.7132	2.9523	2.7319
269842822	2.6548	2.9754	2.6787
269843022	2.5940	2.9911	2.6126
269843222	2.5317	2.9990	2.5514
269843422	2.4690	2.9990	2.4869
269843622	2.4067	2.9912	2.4240
269843822	2.3458	2.9756	2.3596
269844022	2.2874	2.9526	2.3032
269844222	2.2324	2.9224	2.2484
269844422	2.1816	2.8855	2.2016
269844622	2.1358	2.8425	2.1500
269844822	2.0957	2.7942	2.1146
269845022	2.0620	2.7412	2.0743
269845222	2.0352	2.6844	2.0501
269845422	2.0158	2.6247	2.0292
269845622	2.0040	2.5630	2.0227
269845822	2.0000	2.5003	2.0179
269846022	2.0039	2.4377	2.0243
269846222	2.0156	2.3760	2.0324
269846422	2.0350	2.3163	2.0533
269846622	2.0617	2.2594	2.0791
269846822	2.0953	2.2064	2.1114
269847022	2.1350	2.1582	2.1565
269847222	2.1808	2.1152	2.2032
269847422	2.2315	2.0782	2.2500
269847622	2.2865	2.0479	2.3015
269847822	2.3448	2.0247	2.3628
269848022	2.4056	2.0090	2.4224
269848222	2.4679	2.0010	2.4949
269848422	2.5307	2.0009	2.5497
269848622	2.5930	2.0087	2.6142
269848822	2.6538	2.0243	2.6738
269849022	2.7123	2.0473	2.7351
269849222	2.7673	2.0775	2.7867
269849422	2.8182	2.1143	2.8415
269849622	2.8640	2.1572	2.8866
269849822	2.9041	2.2055	2.9269
269850022	2.9378	2.2585	2.9623
269850222	2.9646	2.3153	2.9849
269850422	2.9841	2.3750	3.0059
269850622	2.9960	2.4366	3.0204
269850822	3.0000	2.4993	3.0204
269851022	2.9961	2.5623	3.0123
269851222	2.9844	2.6240	3.0107
269851422	2.9650	2.6837	2.9865
269851622	2.9383	2.7406	2.9591
269851822	2.9047	2.7936	2.9269
269852022	2.8647	2.8420	2.8866
269852222	2.8190	2.8850	2.8399
269852422	2.7682	2.9220	2.7851
269852622	2.7132	2.9523	2.7335
269852822	2.6548	2.9754	2.6738
269853022	2.5940	2.9911	2.6207
269853222	2.5317	2.9990	2.5546
269853422	2.4690	2.9990	2.4901
269853622	2.4067	2.9912	2.4289
269853822	2.3458	2.9756	2.3579
269854022	2.2874	2.9526	2.3048
269854222	2.2324	2.9224	2.2484
269854422	2.1816	2.8855	2.1984
269854622	2.1358	2.8425	2.1500
269854822	2.0957	2.7942	2.1178
269855022	2.0620	2.7412	2.0791
269855222	2.0352	2.6844	2.0533
269855422	2.0158	2.6247	2.0324
269855622	2.0040	2.5630	2.0211
269855822	2.0000	2.5003	2.0179
269856022	2.0039	2.4377	2.0179
269856222	2.0156	2.3760	2.0308
269856422	2.0350	2.3163	2.0517
269856622	2.0617	2.2594	2.0840
269856822	2.0953	2.2064	2.1162
269857022	2.1350	2.1582	2.1533
269857222	2.1808	2.1152	2.2000
269857422	2.2315	2.0782	2.2516
269857622	2.2865	2.0479	2.3080
269857822	2.3448	2.0247	2.3644
269858022	2.4056	2.0090	2.4256
269858222	2.4679	2.0010	2.4885
269858422	2.5307	2.0009	2.5481
269858622	2.5930	2.0087	2.6110
269858822	2.6538	2.0243	2.6722
269859022	2.7123	2.0473	2.7351
269859222	2.7673	2.0775	2.7883
269859422	2.8182	2.1143	2.8415
269859622	2.8640	2.1572	2.8850
269859822	2.9041	2.2055	2.9237
269860022	2.9378	2.2585	2.9640
269860222	2.9646	2.3153	2.9865
269860422	2.9841	2.3750	3.0075
269860622	2.9960	2.4366	3.0188
269860822	3.0000	2.4993	3.0188
269861022	2.9961	2.5623	3.0188
269861222	2.9844	2.6240	3.0059
269861422	2.9650	2.6837	2.9849
269861622	2.9383	2.7406	2.9623
269861822	2.9047	2.7936	2.9301
269862022	2.8647	2.8420	2.8656
269862222	2.8190	2.8850	2.8431
269862422	2.7682	2.9220	2.7867
269862622	2.7132	2.9523	2.8286
269862822	2.6548	2.9754	2.7045
269863022	2.5940	2.9911	2.6078
269863222	2.5317	2.9990	2.5530
269863422	2.4690	2.9990	2.4917
269863622	2.4067	2.9912	2.3982
269863822	2.3458	2.9756	2.3692
269864022	2.2874	2.9526	2.3128
269864222	2.2324	2.9224	2.2516
269864422	2.1816	2.8855	2.1952
269864622	2.1358	2.8425	2.1549
269864822	2.0957	2.7942	2.1130
269865022	2.0620	2.7412	2.0807
269865222	2.0352	2.6844	2.0485
269865422	2.0158	2.6247	2.0275
269865622	2.0040	2.5630	2.0179
269865822	2.0000	2.5003	2.0147
269866022	2.0039	2.4377	2.0243
269866222	2.0156	2.3760	2.0356
269866422	2.0350	2.3163	2.0533
269866622	2.0617	2.2594	2.0775
269866822	2.0953	2.2064	2.1097
269867022	2.1350	2.1582	2.1533
269867222	2.1808	2.1152	2.2000
269867422	2.2315	2.0782	2.2484
269867622	2.2865	2.0479	2.3032
269867822	2.3448	2.0247	2.3676
269868022	2.4056	2.0090	2.4273
269868222	2.4679	2.0010	2.4901
269868422	2.5307	2.0009	2.5481
269868622	2.5930	2.0087	2.6158
269868822	2.6538	2.0243	2.6755
269869022	2.7123	2.0473	2.7319
269869222	2.7673	2.0775	2.7851
269869422	2.8182	2.1143	2.8431
269869622	2.8640	2.1572	2.8898
269869822	2.9041	2.2055	2.9301
269870022	2.9378	2.2585	2.9591
269870222	2.9646	2.3153	2.9881
269870422	2.9841	2.3750	3.0059
269870622	2.9960	2.4366	3.0171
269870822	3.0000	2.4993	3.0204
269871022	2.9961	2.5623	3.0171
269871222	2.9844	2.6240	3.0091
269871422	2.9650	2.6837	2.9849
269871622	2.9383	2.7406	2.9607
269871822	2.9047	2.7936	2.9285
269872022	2.8647	2.8420	2.8834
269872222	2.8190	2.8850	2.8431
269872422	2.7682	2.9220	2.7899
269872622	2.7132	2.9523	2.7367
269872822	2.6548	2.9754	2.6722
269873022	2.5940	2.9911	2.6158
269873222	2.5317	2.9990	2.5465
269873422	2.4690	2.9990	2.4885
269873622	2.4067	2.9912	2.4224
269873822	2.3458	2.9756	2.3644
269874022	2.2874	2.9526	2.3064
269874222	2.2324	2.9224	2.2484
269874422	2.1816	2.8855	2.2000
269874622	2.1358	2.8425	2.1565
269874822	2.0957	2.7942	2.1146
269875022	2.0620	2.7412	2.0775
269875222	2.0352	2.6844	2.0485
269875422	2.0158	2.6247	2.0324
269875622	2.0040	2.5630	2.0211
269875822	2.0000	2.5003	2.0130
269876022	2.0039	2.4377	2.0163
269876222	2.0156	2.3760	2.0275
269876422	2.0350	2.3163	2.0549
269876622	2.0617	2.2594	2.0840
269876822	2.0953	2.2064	2.1130
269877022	2.1350	2.1582	2.1500
269877222	2.1808	2.1152	2.1984
269877422	2.2315	2.0782	2.2516
269877622	2.2865	2.0479	2.3048
269877822	2.3448	2.0247	2.3612
269878022	2.4056	2.0090	2.4224
269878222	2.4679	2.0010	2.4869
269878422	2.5307	2.0009	2.5514
269878622	2.5930	2.0087	2.6190
269878822	2.6538	2.0243	2.6738
269879022	2.7123	2.0473	2.7319
269879222	2.7673	2.0775	2.7867
269879422	2.8182	2.1143	2.8334
269879622	2.8640	2.1572	2.8866
269879822	2.9041	2.2055	2.9269
269880022	2.9378	2.2585	2.9640
269880222	2.9646	2.3153	2.9881
269880422	2.9841	2.3750	3.0091
269880622	2.9960	2.4366	3.0171
269880822	3.0000	2.4993	3.0220
269881022	2.9961	2.5623	3.0220
269881222	2.9844	2.6240	3.0059
269881422	2.9650	2.6837	2.9817
269881622	2.9383	2.7406	2.9591
269881822	2.9047	2.7936	2.9237
269882022	2.8647	2.8420	2.8898
269882222	2.8190	2.8850	2.8366
269882422	2.7682	2.9220	2.7899
269882622	2.7132	2.9523	2.7351
269882822	2.6548	2.9754	2.6738
269883022	2.5940	2.9911	2.6174
269883222	2.5317	2.9990	2.5481
269883422	2.4690	2.9990	2.4933
269883622	2.4067	2.9912	2.4273
269883822	2.3458	2.9756	2.3579
269884022	2.2874	2.9526	2.3064
269884222	2.2324	2.9224	2.2500
269884422	2.1816	2.8855	2.1952
269884622	2.1358	2.8425	2.1516
269884822	2.0957	2.7942	2.1130
269885022	2.0620	2.7412	2.0759
269885222	2.0352	2.6844	2.0549
269885422	2.0158	2.6247	2.0340
269885622	2.0040	2.5630	2.0227
269885822	2.0000	2.5003	2.0179
269886022	2.0039	2.4377	2.0195
269886222	2.0156	2.3760	2.0308
269886422	2.0350	2.3163	2.0549
269886622	2.0617	2.2594	2.0759
269886822	2.0953	2.2064	2.1146
269887022	2.1350	2.1582	2.1516
269887222	2.1808	2.1152	2.2016
269887422	2.2315	2.0782	2.2532
269887622	2.2865	2.0479	2.3048
269887822	2.3448	2.0247	2.3612
269888022	2.4056	2.0090	2.4208
269888222	2.4679	2.0010	2.4949
269888422	2.5307	2.0009	2.5530
269888622	2.5930	2.0087	2.6158
269888822	2.6538	2.0243	2.6771
269889022	2.7123	2.0473	2.7335
269889222	2.7673	2.0775	2.7899
269889422	2.8182	2.1143	2.8415
269889622	2.8640	2.1572	2.8866
269889822	2.9041	2.2055	2.9301
269890022	2.9378	2.2585	2.9607
269890222	2.9646	2.3153	2.9881
269890422	2.9841	2.3750	3.0091
269890622	2.9960	2.4366	3.0171
269890822	3.0000	2.4993	3.0252
269891022	2.9961	2.5623	3.0155
269891222	2.9844	2.6240	3.0059
269891422	2.9650	2.6837	2.9865
269891622	2.9383	2.7406	2.9591
269891822	2.9047	2.7936	2.9221
269892022	2.8647	2.8420	2.8882
269892222	2.8190	2.8850	2.8415
269892422	2.7682	2.9220	2.7867
